no_test,id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,sekolah,listrik,keberadaan_orangtua,pajak,ukt_rev
231710090514,3692,3,9,1,8,11000000,0,7,500000,7,4,3,2.0,3800000.0,8
231710090551,2669,10,7,1,8,16500000,0,8,1900000,6,5,3,2.0,1300000.0,8
231710090568,2623,7,6,1,8,16000000,0,8,1900000,7,5,4,2.0,3000000.0,8
231710090568,2623,7,6,1,8,16000000,0,8,1900000,7,5,4,2.0,3000000.0,8
231710090579,3940,3,7,1,6,6000000,0,5,200000,6,3,5,2.0,1095000.0,7
231710090599,1880,7,5,1,8,17300000,0,7,450000,7,5,3,2.0,4700000.0,8
231710090624,2257,2,3,1,8,3500000,0,1,550000,3,5,4,2.0,105000.0,6
231710090630,1390,8,5,9,8,17516181,5813900,8,445000,8,4,4,2.0,7600000.0,8
231710090639,4665,2,2,5,1,1000000,0,3,0,5,1,2,2.0,150000.0,2
231710090650,1497,5,9,1,8,13500000,0,7,1200000,6,5,4,2.0,2000000.0,8
231710090664,3702,3,5,1,2,2000000,0,1,200000,3,3,4,2.0,123000.0,3
231710090668,4865,2,3,1,2,2000000,0,1,0,3,4,2,2.0,200000.0,2
231710090681,2161,8,6,0,5,2000000,0,4,0,3,1,3,1.0,300000.0,4
231710090685,4900,5,1,1,5,2000000,0,2,0,3,1,3,2.0,200000.0,3
231710090692,2671,10,3,3,8,4000000,4000000,6,550000,4,5,2,2.0,880000.0,7
231710090695,1395,8,5,1,8,45820991,0,8,450000,7,4,5,2.0,4000000.0,8
231710090797,4280,9,1,1,3,2000000,0,7,100000,3,2,1,2.0,200000.0,3
231710090823,1672,7,2,1,8,3000000,0,3,588000,7,5,2,2.0,4447000.0,7
231710090832,4156,2,1,1,1,800000,0,3,0,3,3,1,2.0,300.0,2
231710090833,4885,8,2,1,1,1500000,0,1,150000,4,3,1,2.0,0.0,2
231710090865,3130,2,9,1,5,4237500,0,4,450000,3,4,3,2.0,1696500.0,6
231710090897,1271,5,7,6,8,3200000,3113527,1,1000000,4,5,2,2.0,600000.0,8
231710090902,3708,4,9,5,8,5035500,2000000,4,1150000,4,5,3,2.0,2870000.0,8
231710090909,3300,2,6,9,8,3000000,4000000,4,0,3,1,2,2.0,200000.0,6
231710090929,4398,2,1,5,1,1000000,700000,1,100000,3,4,2,2.0,250000.0,2
231710090933,4187,2,5,5,1,700000,750000,4,0,3,1,2,2.0,200000.0,2
231710090935,2073,4,9,6,8,5750000,4000000,3,500000,3,5,3,2.0,1674000.0,8
231710090947,2118,9,9,9,8,6858600,8852475,7,700000,7,5,5,2.0,3000000.0,8
231710090989,3269,2,9,1,7,5600000,0,6,0,3,1,2,2.0,300000.0,6
231710090996,4969,4,1,1,1,2285000,0,1,100000,3,2,2,2.0,172500.0,2
231710091018,2687,10,7,1,8,10000000,0,7,500000,7,4,5,2.0,2000000.0,8
231710091034,1187,4,6,1,8,7296619,0,5,100000,6,2,2,2.0,1500000.0,8
231710091063,3942,9,7,1,8,15000000,0,8,1520000,6,5,4,2.0,2883500.0,8
231710091078,2690,10,6,1,8,40000000,0,8,550000,8,5,5,2.0,3900000.0,8
231710091080,2459,6,9,9,8,4000000,3199472,7,0,4,4,2,2.0,4900000.0,7
231710091095,3925,9,5,5,8,2500000,2990000,3,1200000,4,5,4,2.0,285000.0,8
231710091097,2696,10,7,5,8,8320000,22757000,8,450000,8,4,5,2.0,9000000.0,8
231710091107,1499,5,7,1,8,10000000,0,8,450000,5,4,3,2.0,2750000.0,8
231710091167,2169,8,1,1,7,3943050,0,3,450000,4,4,2,2.0,200000.0,6
231710091193,2713,4,2,1,3,1500000,0,3,0,3,1,2,2.0,200000.0,3
231710091220,2638,4,9,1,8,4618900,0,7,980000,3,5,3,2.0,2350000.0,8
231710091244,2732,10,5,9,8,3145000,4546600,1,0,4,4,2,2.0,900000.0,6
231710091255,1677,7,9,9,6,3564500,4618900,4,0,4,5,3,2.0,300000.0,6
231710091260,1449,8,7,1,5,5000000,0,7,200000,6,3,3,2.0,2800000.0,7
231710100005,3696,3,0,9,8,0,5000000,7,450000,3,4,2,1.0,300000.0,6
231710100012,4780,4,1,1,2,3000000,0,3,0,1,4,1,2.0,0.0,2
231710100014,4985,4,1,1,2,3000000,0,4,50000,4,2,3,2.0,215000.0,3
231710100023,3842,9,7,1,3,4000000,0,5,100000,4,4,5,2.0,203000.0,6
231710100026,3006,10,1,6,5,2000000,3200000,1,200000,3,3,4,2.0,200000.0,6
231710100031,4279,2,1,1,1,2500000,0,1,275000,3,4,1,2.0,0.0,2
231710100038,4611,2,1,1,1,1500000,0,1,0,1,1,1,2.0,20000.0,1
231710100095,2258,2,6,1,5,4850000,0,7,330000,3,4,2,2.0,250000.0,6
231710100098,3486,8,9,1,7,7834000,0,1,520000,3,5,3,2.0,293000.0,7
231710100117,3467,2,6,1,1,806360,0,3,0,4,1,1,2.0,179000.0,2
231710100182,3018,10,5,1,8,60000000,0,8,1900000,8,5,5,2.0,4000000.0,8
231710100203,3024,10,6,1,8,6000000,0,4,150000,3,3,3,2.0,250000.0,7
231710100226,1837,4,7,1,1,1000000,0,2,130000,3,3,2,2.0,179000.0,2
231710100226,1837,4,7,1,1,1000000,0,2,130000,3,3,2,2.0,179000.0,2
231710100229,3936,3,9,6,7,4596800,3500000,7,1200000,6,5,2,2.0,2362000.0,8
231710100285,1750,7,6,1,5,4134000,0,7,500000,6,4,4,2.0,2000000.0,7
231710100349,4861,4,0,2,1,0,1500000,3,0,3,1,2,1.0,0.0,1
231710100350,3034,10,6,1,8,7000000,0,7,500000,6,4,3,2.0,2200000.0,8
231710100375,2308,4,7,9,8,3000000,5450500,5,110000,6,3,3,2.0,1818425.0,8
231710100376,3063,10,6,1,4,4384000,0,4,550000,3,5,3,2.0,358500.0,7
231710100491,4944,5,1,1,1,1500000,0,1,100000,3,3,1,2.0,180000.0,2
231710100540,3071,10,5,6,6,1000000,2750000,3,150000,3,3,3,2.0,300000.0,6
231710100543,1500,5,7,1,8,13000000,0,7,700000,6,5,4,2.0,2900000.0,8
231710100553,2909,7,0,3,2,0,1500000,1,150000,1,3,3,1.0,0.0,2
231710100559,2259,2,9,9,8,3801600,4646700,5,0,4,4,2,2.0,212000.0,6
231710100563,1911,4,9,9,8,5031200,4423600,5,110000,6,3,3,2.0,765000.0,8
231710100567,3893,3,1,1,3,3000000,0,3,0,3,3,1,2.0,180000.0,2
231710100568,4049,8,7,9,8,2500000,4500000,8,275000,6,4,4,2.0,1700000.0,8
231710100592,1272,5,6,1,8,7671162,0,6,450000,4,4,3,2.0,186500.0,8
231710100660,3742,9,1,1,3,2000000,0,3,0,3,1,2,2.0,67000.0,3
231710100694,1400,8,0,2,2,0,1500000,3,175000,3,3,2,1.0,250000.0,3
231710100698,2260,2,9,5,5,4200000,0,6,0,3,3,3,2.0,150000.0,6
231710100794,4294,4,3,1,3,3500000,0,4,150000,4,3,3,2.0,600000.0,3
231710100800,3302,2,6,1,3,3514177,0,1,0,3,3,2,2.0,187500.0,4
231710100816,1205,4,3,1,1,1500000,0,1,0,3,1,2,2.0,0.0,2
231710100828,1402,8,6,5,8,3500000,2500000,4,450000,3,3,2,2.0,185000.0,7
231710100847,4484,10,1,1,2,1700000,0,1,128000,3,4,2,2.0,250000.0,2
231710100866,3342,10,8,1,7,4000000,0,4,75000,4,2,4,2.0,150000.0,6
231710100890,2730,2,1,1,1,800000,0,1,0,3,1,1,2.0,182000.0,2
231710100891,2261,2,6,1,5,5300000,0,3,450000,3,5,2,2.0,197000.0,6
231710100908,2285,4,1,5,1,1500000,0,1,0,3,1,2,2.0,200000.0,2
231710100910,2755,4,1,1,5,2000000,0,4,285000,3,4,2,2.0,200000.0,4
231710100920,3344,10,9,9,8,12704444,6724651,8,500000,7,4,5,2.0,3226000.0,8
231710100935,3841,3,6,8,3,0,2000000,7,300000,3,4,3,2.0,358500.0,6
231710100941,4830,8,1,5,2,0,1500000,1,0,1,1,2,2.0,0.0,1
231710100947,3468,2,8,9,8,4000000,4881600,7,500000,6,5,3,2.0,2500000.0,8
231710100950,1273,5,7,1,8,7500000,0,4,940500,6,5,3,2.0,1800000.0,8
231710100984,3609,9,2,1,2,1500000,0,2,0,3,1,2,2.0,205000.0,3
231710100990,3688,3,9,9,8,4508400,4134600,5,125000,6,3,2,2.0,2500000.0,8
231710100997,3844,3,7,1,4,2790000,0,3,222000,3,4,2,2.0,225000.0,5
231710101001,4567,9,2,1,1,1400000,0,2,0,4,4,2,2.0,0.0,2
231710101001,4567,9,2,1,1,1400000,0,2,0,4,4,2,2.0,0.0,2
231710101006,3433,2,6,9,8,3000000,4108100,3,350,3,4,2,2.0,145000.0,6
231710101025,1274,5,6,1,8,14678379,0,4,550000,6,5,4,2.0,4350000.0,8
231710101042,2038,4,6,6,8,6365230,4500000,6,485000,6,4,3,1.0,2372500.0,8
231710101043,3346,10,3,1,8,2000000,0,1,150000,1,3,2,2.0,0.0,4
231710101050,2462,6,5,1,1,2000000,0,4,0,3,2,1,2.0,175000.0,3
231710101062,4290,5,2,1,2,1500000,0,1,0,3,1,1,2.0,50000.0,2
231710101071,1799,5,9,1,8,7500000,0,7,400000,3,4,3,2.0,529000.0,8
231710101072,2464,6,5,1,8,18000000,0,1,400000,7,4,2,2.0,3954000.0,8
231710101073,3469,2,6,9,8,8807700,4999200,5,450000,6,4,3,2.0,2000000.0,7
231710101079,1275,5,7,9,8,4000000,4217607,1,450000,3,4,4,2.0,150000.0,8
231710101091,3470,2,7,1,8,4000000,0,3,0,3,1,1,2.0,250000.0,6
231710101133,3934,3,9,9,8,14834844,10136667,8,1150000,8,5,4,2.0,4090800.0,8
231710101152,3434,2,9,0,8,3211900,0,5,0,3,4,3,1.0,250.0,6
231710101180,1699,8,9,9,8,9000000,4000000,5,445000,4,4,2,2.0,520000.0,8
231710101180,1699,8,9,9,8,9000000,4000000,5,445000,4,4,2,2.0,520000.0,8
231710101180,1699,8,9,9,8,9000000,4000000,5,445000,4,4,2,2.0,520000.0,8
231710101210,1450,8,6,1,8,30000000,0,7,300000,6,4,3,2.0,1680000.0,8
231710101222,4103,4,1,1,1,1500000,0,3,0,3,3,2,2.0,204500.0,2
231710101228,2635,7,5,1,8,25625194,0,7,1000000,7,5,4,2.0,4000000.0,8
231710101243,1188,4,9,9,8,3907875,4000000,3,300000,3,4,2,2.0,750000.0,8
231710101267,4679,9,5,5,1,800000,600000,1,0,1,3,3,2.0,0.0,1
231710101273,3490,8,6,1,8,9500000,0,5,0,4,1,3,2.0,1664000.0,8
231710101277,3272,2,6,9,8,9897622,4200000,6,75000,3,2,3,2.0,3250000.0,6
231710101280,1227,4,1,1,1,1500000,0,1,0,4,3,1,2.0,315000.0,2
231710101280,1227,4,1,1,1,1500000,0,1,0,4,3,1,2.0,315000.0,2
231710101290,1960,4,6,1,4,4502569,0,3,175000,3,4,2,2.0,175000.0,6
231710110001,1700,8,6,9,8,3399438,9866420,6,450000,7,4,4,2.0,3200000.0,8
231710110002,4779,2,3,1,3,3000000,0,3,100000,3,2,2,2.0,152000.0,3
231710110007,4149,4,2,5,1,500000,0,3,100000,4,2,2,2.0,0.0,2
231710110029,1451,8,7,1,8,6000000,0,7,100000,3,2,4,2.0,2200000.0,8
231710110140,1694,8,1,1,5,2000000,0,1,150000,3,3,3,2.0,250000.0,4
231710110160,3303,2,0,2,2,0,1000000,3,0,4,2,2,1.0,0.0,2
231710110206,4297,6,5,3,3,1500000,500000,1,100000,4,2,3,2.0,300000.0,2
231710110248,2278,4,2,9,3,500000,4179126,7,0,3,1,1,2.0,1250000.0,7
231710110746,3839,9,0,3,8,2035700,1000000,5,220000,3,4,3,1.0,678000.0,4
231710110752,1281,5,6,1,8,25000000,0,7,445000,6,5,3,2.0,2327000.0,8
231710110758,3896,3,9,9,8,6002200,3900000,4,0,7,2,4,2.0,3531000.0,8
231710110759,1692,8,1,9,7,0,4122600,4,0,3,1,2,2.0,170000.0,6
231710110785,1502,5,5,0,5,2000000,0,1,200000,1,3,1,1.0,0.0,4
231710110804,3867,3,6,9,8,7878800,3743100,7,125000,6,4,3,2.0,2400000.0,8
231710110833,4908,4,1,1,2,2360000,0,1,0,3,3,2,2.0,149000.0,2
231710110843,2912,7,9,9,8,5256700,4349800,8,300000,6,5,4,2.0,1572000.0,8
231710110846,2851,2,6,1,8,3411000,0,3,150000,3,3,3,2.0,120000.0,6
231710111128,3836,9,9,9,8,8392700,9897800,7,450000,6,4,3,2.0,3150000.0,8
231710111139,3611,9,1,1,1,1500000,0,2,12500,1,3,2,2.0,0.0,2
231710111141,1760,7,1,8,6,0,3500000,1,995000,1,5,1,2.0,0.0,4
231710111148,2001,5,7,3,8,15000000,3000000,8,1900000,6,5,4,2.0,2700000.0,8
231710111162,1883,7,7,1,7,7000000,0,3,995000,4,5,3,2.0,182000.0,7
231710111174,3583,9,7,1,1,500000,0,2,250000,5,3,1,2.0,285000.0,3
231710111187,3823,9,6,6,8,6819827,3000000,1,700000,6,5,3,2.0,2847000.0,8
231710111202,1885,7,6,1,4,3350400,0,4,500000,3,4,3,2.0,200000.0,5
231710111209,1283,5,9,6,8,9917000,3157791,8,445000,7,4,4,2.0,4000000.0,8
231710111224,1688,8,6,3,8,6000000,1500000,1,450000,4,4,4,2.0,600000.0,7
231710111250,3352,10,9,9,8,5900000,4000000,5,1200000,6,3,2,2.0,2000000.0,8
231710111253,2121,9,6,9,6,1200000,5000000,4,0,4,1,2,2.0,80000.0,5
231710111275,3304,2,6,5,8,14258514,0,7,275000,6,4,4,1.0,1750000.0,8
231710120016,1191,4,9,9,8,5000000,10000000,8,450000,6,4,3,2.0,2000000.0,8
231710120018,4082,6,0,1,1,0,1000000,4,500000,3,4,2,1.0,0.0,2
231710120026,3930,3,9,9,8,5750000,4550000,8,450000,3,4,3,2.0,2950000.0,8
231710120030,1686,8,7,3,2,1500000,1000000,1,0,3,1,2,2.0,1200000.0,3
231710120061,3929,3,6,6,8,18171400,7134500,1,700000,3,5,3,2.0,225000.0,8
231710120062,2703,4,0,5,1,0,1000000,4,0,4,1,2,1.0,360000.0,2
231710120075,2283,4,3,5,1,2000000,0,2,0,3,1,1,2.0,200000.0,2
231710120098,3305,2,1,1,7,3900000,0,3,0,4,3,2,2.0,300000.0,6
231710120099,4552,7,1,1,1,2000000,0,3,0,3,4,2,2.0,235000.0,2
231710120114,4212,4,1,1,1,500000,0,3,0,1,1,1,2.0,0.0,1
231710120147,3928,3,7,1,5,5500000,0,5,850000,4,5,2,2.0,350000.0,7
231710120252,4300,5,1,5,1,0,1500000,1,100000,3,2,3,2.0,201000.0,2
231710120258,1503,5,6,7,8,3000000,10000000,8,2000000,8,5,4,2.0,5600000.0,8
231710120261,3815,9,5,9,8,11000000,3000000,7,450000,6,4,4,2.0,2820000.0,8
231710120262,4161,6,1,7,3,0,700000,1,175000,1,3,3,2.0,0.0,2
231710120267,3148,2,9,1,6,5000000,0,4,0,3,1,2,2.0,212000.0,4
231710120750,3927,3,5,5,8,14848000,0,1,445000,6,5,4,2.0,3500000.0,8
231710120755,3156,2,7,9,8,2000000,5400000,7,100000,7,2,4,2.0,3190000.0,8
231710120763,3364,10,7,1,8,7000000,0,1,200000,3,3,3,2.0,250000.0,7
231710120765,4694,2,1,1,1,2000000,0,1,0,3,1,1,2.0,277500.0,1
231710120766,2471,6,5,6,4,2000000,1500000,4,300000,3,4,3,2.0,180000.0,4
231710120773,3924,3,6,1,2,3000000,0,6,150000,3,3,1,2.0,120000.0,4
231710120792,3575,9,1,1,8,7000000,0,7,995000,4,5,3,2.0,250000.0,8
231710120811,1504,5,5,1,8,20000000,3000000,8,1500000,7,5,4,2.0,3000000.0,8
231710120815,1901,7,6,1,8,37955880,0,8,450000,8,4,5,2.0,4150500.0,8
231710120821,3838,3,7,1,8,5800000,0,7,450000,6,4,4,2.0,1750000.0,8
231710120853,3276,2,6,1,8,40000000,0,8,1900000,8,5,5,2.0,3900750.0,8
231710121118,3806,9,9,1,7,5580200,0,4,100000,6,2,3,2.0,1900000.0,7
231710121121,1289,5,9,9,8,5314800,5772400,7,700000,6,5,5,2.0,2200000.0,8
231710121139,3366,10,6,1,7,8000000,0,5,1125000,5,5,3,2.0,2800000.0,8
231710121151,1675,8,5,6,8,18146534,3710742,5,700000,3,5,3,2.0,3665000.0,8
231710121184,2473,6,9,9,8,8000000,11058400,1,450000,7,4,3,2.0,2741750.0,8
231710121194,3638,9,3,1,3,3000000,0,3,275000,3,4,3,2.0,360000.0,4
231710121236,4213,4,3,1,1,1000000,0,4,0,3,3,2,2.0,140000.0,2
231710121248,1764,7,0,9,7,0,4134400,5,250000,3,4,2,1.0,284000.0,6
231710121255,1199,4,9,9,8,11541250,4770500,7,550000,5,5,4,2.0,5230000.0,8
231710121274,1805,5,3,1,8,8000000,0,5,250000,4,4,2,2.0,258000.0,8
231710130004,3367,10,7,5,8,7816000,3500000,8,450000,8,4,3,2.0,10348000.0,8
231710130028,3922,3,6,1,8,15000000,0,7,995000,3,5,5,2.0,3505000.0,8
231710130038,3492,8,8,1,5,6000000,0,7,200000,6,3,3,2.0,2800000.0,7
231710130094,1682,7,0,5,5,0,1977698,1,100000,3,2,3,1.0,137000.0,3
231710130104,4556,7,3,1,4,2500000,0,1,200000,3,3,2,2.0,167000.0,3
231710130153,4163,4,5,1,4,3541082,0,5,150000,3,3,2,2.0,218000.0,4
231710130188,2209,8,7,5,1,1500000,650000,5,0,3,3,1,2.0,150000.0,3
231710130207,4295,6,7,1,1,1000000,0,1,0,1,3,1,2.0,0.0,1
231710130228,2039,4,1,9,6,1000000,4618000,3,450000,3,4,3,2.0,150000.0,7
231710130254,1807,5,7,1,8,8000000,0,7,840000,6,5,3,2.0,2100000.0,8
231710130270,2263,2,6,1,8,6846828,0,7,450000,3,4,3,2.0,180000.0,7
231710130753,3493,8,9,9,8,5729100,4545000,7,500000,7,4,4,2.0,0.0,8
231710130754,2264,2,9,1,8,4815800,0,4,300000,4,4,2,2.0,514000.0,6
231710130760,3777,9,6,9,8,3800000,5700000,8,0,3,3,3,2.0,2328750.0,8
231710130777,3918,3,6,1,8,14500000,0,7,450000,7,5,4,2.0,3350000.0,8
231710130788,3049,2,9,1,8,4300000,0,5,400000,3,4,3,2.0,200000.0,6
231710130795,2734,2,7,1,8,5700000,0,4,150000,3,2,2,2.0,150000.0,6
231710130853,1666,8,7,0,6,5000000,0,7,0,6,1,3,1.0,1800000.0,7
231710130855,3737,9,1,6,8,0,3100000,5,300000,3,4,1,2.0,0.0,6
231710131114,3438,2,1,6,5,2000000,2000000,2,0,3,2,2,2.0,0.0,4
231710131132,1845,4,9,9,8,4618900,3900000,7,275000,7,4,2,2.0,2750000.0,8
231710131170,4976,3,1,1,3,2000000,0,1,260000,3,4,2,2.0,300000.0,3
231710131173,3277,2,7,1,8,10000000,0,6,550000,6,5,4,2.0,5000000.0,8
231710131180,1478,4,2,1,1,1290000,0,2,20000,3,1,2,2.0,200000.0,2
231710131205,2210,8,1,1,2,2000000,0,1,0,3,3,2,2.0,0.0,2
231710131208,3849,3,9,1,5,5275400,0,1,330000,6,4,3,2.0,1600000.0,7
231710131209,4265,7,1,1,1,2000000,0,1,0,3,1,3,2.0,0.0,2
231710131249,3372,10,6,1,8,10000000,0,7,500000,1,4,3,2.0,0.0,8
231710131260,3494,8,1,1,1,1500000,0,1,75000,3,3,2,2.0,200000.0,2
231710131264,3373,10,9,9,8,15000000,9000000,7,0,8,1,5,2.0,10000000.0,8
231710131270,3263,1,9,9,8,5251710,3754032,7,300000,6,4,2,2.0,1891250.0,8
231710131281,2123,9,6,1,2,3000000,0,3,75000,3,2,2,2.0,200000.0,4
231710140086,2684,4,9,9,7,4339000,3202500,5,980000,3,5,2,2.0,222500.0,8
231710140091,1507,5,6,9,6,2000000,5000000,1,85000,3,2,3,2.0,170000.0,7
231710140092,3612,9,7,1,1,1500000,0,5,275000,5,4,3,2.0,700000.0,5
231710140092,3612,9,7,1,1,1500000,0,5,275000,5,4,3,2.0,700000.0,5
231710140092,3612,9,7,1,1,1500000,0,5,275000,5,4,3,2.0,700000.0,5
231710140092,3612,9,7,1,1,1500000,0,5,275000,5,4,3,2.0,700000.0,5
231710140092,3612,9,7,1,1,1500000,0,5,275000,5,4,3,2.0,700000.0,5
231710140092,3612,9,7,1,1,1500000,0,5,275000,5,4,3,2.0,700000.0,5
231710140100,3380,10,2,1,6,5000000,0,7,450000,4,4,3,2.0,80000.0,7
231710140102,3495,8,1,5,1,0,1000000,2,150000,3,3,1,2.0,200000.0,2
231710140103,1811,5,9,1,8,5456900,0,8,500000,7,5,3,2.0,1740000.0,8
231710140139,1664,8,9,1,8,10000000,0,7,125000,5,3,2,2.0,2050000.0,8
231710140144,4612,9,2,1,2,2500000,0,4,422000,4,1,2,2.0,206000.0,3
231710140148,4789,2,0,2,1,0,900000,1,0,3,1,1,1.0,0.0,1
231710140187,2211,8,8,9,8,10000000,5000000,7,250000,6,4,4,2.0,2800000.0,8
231710140205,1687,7,6,1,1,1000000,0,1,330000,4,4,2,2.0,200000.0,3
231710140225,3382,10,9,1,7,5342000,0,8,1400000,8,5,5,2.0,300000.0,8
231710140249,3848,3,7,6,6,3000000,3000000,4,300000,3,4,3,2.0,179000.0,6
231710140262,1767,7,6,9,8,3900000,12474208,7,450000,6,5,4,2.0,2503750.0,8
231710140741,2127,9,8,6,8,5000000,5000000,8,651000,3,5,3,2.0,3300000.0,8
231710140776,4890,8,1,1,1,1000000,0,2,100000,5,2,1,2.0,0.0,2
231710140779,4199,8,5,2,5,0,2000000,5,0,3,1,2,2.0,300000.0,4
231710140801,4557,7,2,1,3,1500000,0,1,400000,3,4,2,2.0,216500.0,3
231710140802,2213,8,9,1,4,3657600,0,3,300,4,4,2,2.0,180.0,6
231710140822,1192,4,9,1,8,4476200,0,7,1166000,4,5,2,2.0,266000.0,8
231710140826,3549,10,6,1,5,5320000,0,7,450000,3,4,3,2.0,200000.0,7
231710140843,1904,7,1,1,2,2500000,0,1,500000,1,5,3,2.0,0.0,3
231710140849,1689,7,9,1,5,5500000,0,4,300000,5,4,2,2.0,500000.0,5
231710141119,1509,5,0,5,1,0,700000,4,175000,4,3,3,1.0,270000.0,3
231710141127,3915,3,9,1,8,7000000,0,1,445000,6,4,3,2.0,2369000.0,8
231710141142,3736,9,9,1,5,5783700,0,3,0,4,1,3,1.0,300000.0,6
231710141184,3802,4,6,1,8,19082293,0,7,450000,6,5,4,2.0,2000000.0,8
231710141186,1455,8,9,9,8,4005000,5220700,7,150000,4,3,3,2.0,3450600.0,8
231710141210,1769,7,6,6,8,3935500,3787400,7,400000,6,4,2,2.0,700000.0,7
231710141257,1193,4,7,1,5,3000000,0,5,200000,3,3,3,2.0,223000.0,7
231710141257,1193,4,7,1,5,3000000,0,5,200000,3,3,3,2.0,223000.0,7
231710150006,4257,7,3,1,1,1000000,0,2,0,3,1,2,2.0,0.0,2
231710150018,3527,7,9,9,8,4700000,4500000,7,900000,6,5,1,2.0,880000.0,8
231710150049,4948,4,7,1,1,1000000,0,1,80000,3,2,1,2.0,180000.0,2
231710150072,3278,2,5,1,7,4000000,0,5,0,4,1,2,2.0,200000.0,6
231710150091,4786,4,3,5,4,1500000,300000,1,0,3,1,2,2.0,180000.0,2
231710150106,3914,3,9,9,8,4000000,4000000,7,300000,6,4,3,2.0,3300000.0,8
231710150111,4122,4,1,1,1,500000,0,3,0,3,2,2,2.0,0.0,2
231710150113,1534,4,1,1,4,2500000,0,2,0,3,1,2,2.0,125000.0,3
231710150114,1292,5,6,3,8,1700000,2000000,7,530000,3,5,3,1.0,400000.0,7
231710150117,1917,4,1,6,8,4500000,4200000,4,0,7,1,2,2.0,2127500.0,8
231710150140,1293,5,6,9,8,4378000,3737800,4,300000,3,4,4,2.0,1710500.0,8
231710150162,1640,4,9,9,8,3000000,4000000,4,550000,7,4,3,2.0,3750000.0,8
231710150162,1640,4,9,9,8,3000000,4000000,4,550000,7,4,3,2.0,3750000.0,8
231710150174,1775,7,6,1,8,47664175,0,7,300000,5,4,4,2.0,3090000.0,8
231710150216,4155,8,2,1,1,1500000,0,1,0,3,2,2,2.0,0.0,2
231710150223,2265,2,9,9,8,5000000,5000000,7,300000,7,4,4,2.0,3000000.0,8
231710150226,2717,7,6,1,4,1800000,0,1,370000,4,4,5,2.0,257000.0,4
231710150239,1511,5,0,3,8,0,10000000,1,667000,6,5,2,1.0,1200000.0,8
231710150745,1778,7,9,1,8,12600000,0,7,550000,8,5,5,2.0,3665250.0,8
231710150766,4913,4,2,3,6,3000000,500000,2,0,3,3,2,2.0,175000.0,3
231710150768,2925,9,7,9,8,3500000,4589000,3,300000,3,4,2,2.0,474000.0,7
231710150770,3729,9,9,1,8,4696800,0,7,225000,8,4,3,2.0,4525000.0,8
231710150795,4576,4,1,1,1,1800000,0,1,0,3,1,2,2.0,200000.0,1
231710150837,4646,9,2,1,1,1500000,0,3,0,4,2,2,2.0,0.0,2
231710150839,2622,2,5,1,8,14920000,0,7,275000,6,4,4,2.0,1840000.0,8
231710151144,1779,7,6,1,8,80000000,0,8,3900000,8,5,4,2.0,2395000.0,8
231710151163,1662,8,9,1,7,5287400,0,5,0,3,1,3,2.0,1450000.0,7
231710151198,1512,5,5,5,8,17000000,14000000,8,1200000,8,5,5,2.0,3190000.0,8
231710151203,3101,7,7,5,8,4500000,3711000,7,0,3,1,4,2.0,337500.0,6
231710151227,1203,4,9,6,7,5000000,2000000,3,350000,3,5,2,2.0,200000.0,7
231710151259,4034,10,9,1,1,1525600,0,4,100000,4,2,2,2.0,308000.0,3
231710151259,4034,10,9,1,1,1525600,0,4,100000,4,2,2,2.0,308000.0,3
231710151259,4034,10,9,1,1,1525600,0,4,100000,4,2,2,2.0,308000.0,3
231710151259,4034,10,9,1,1,1525600,0,4,100000,4,2,2,2.0,308000.0,3
231710151280,2742,2,6,9,7,1733750,4833200,4,75000,5,2,3,2.0,600000.0,6
231710160001,3555,10,6,1,2,2200000,0,8,450000,3,4,4,2.0,1250000.0,6
231710160049,4230,2,5,1,1,1500000,0,2,0,3,3,2,2.0,300000.0,2
231710160070,1957,4,5,5,2,1500000,600000,3,0,3,1,2,2.0,227000.0,3
231710160073,4759,4,1,2,1,0,1000000,2,0,1,1,2,2.0,0.0,1
231710160080,4488,10,1,3,1,0,500000,1,0,3,2,2,2.0,127000.0,1
231710160113,1812,5,6,1,8,9800000,0,7,0,3,1,4,2.0,280000.0,8
231710160177,2107,4,3,1,1,2000000,0,1,100000,3,2,3,2.0,200000.0,3
231710160186,3830,3,6,1,8,4381500,0,7,450000,3,4,3,2.0,179000.0,7
231710160194,1294,5,7,1,8,6000000,0,7,1200000,4,5,3,2.0,1150000.0,8
231710160249,4110,3,0,3,2,0,1000000,7,4000000,1,1,3,1.0,0.0,3
231710160253,2650,4,9,9,8,6248700,4767400,3,3000000,4,5,1,2.0,1550000.0,8
231710160767,1846,4,1,1,2,2000000,0,2,75000,3,4,1,2.0,254000.0,2
231710160777,1513,5,7,5,8,10000000,20000000,7,0,4,3,2,2.0,1600000.0,8
231710160779,3616,9,1,1,7,3860000,0,2,500000,3,5,2,2.0,204500.0,6
231710160784,3910,3,6,1,8,12000000,0,1,1200000,3,5,4,2.0,199000.0,8
231710160793,4645,7,0,1,2,0,1000000,2,0,3,1,3,1.0,179000.0,2
231710160833,3818,3,8,1,5,5000000,0,6,500000,3,4,5,2.0,200000.0,7
231710161113,4202,4,2,1,1,1000000,0,2,0,3,2,1,2.0,140000.0,2
