id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,listrik,keberadaan_orangtua,pajak,ukt
2120,8,9,1,7,6700000,0,7,450000,3,3,2.0,300000.0,7
1638,7,6,1,6,4600000,0,5,4950000,6,4,2.0,2611500.0,7
1442,8,1,9,8,800000,4699900,4,450000,4,2,2.0,200000.0,7
2899,7,6,6,8,10000000,10000000,8,500000,8,4,2.0,5982000.0,8
3855,3,9,9,8,4500000,2900000,8,70000,6,3,2.0,2200000.0,8
2790,4,1,1,1,1500000,0,3,0,3,1,2.0,250000.0,3
4901,4,7,1,1,500000,0,1,0,3,2,2.0,0.0,1
3426,2,6,6,8,3675000,2593000,1,0,3,2,2.0,147000.0,6
2254,2,7,1,5,3000000,0,4,0,3,3,2.0,150000.0,6
2725,2,5,9,8,500000,4443800,3,300000,3,2,2.0,150000.0,6
1481,5,9,9,8,4300000,4474900,5,0,6,2,2.0,2000000.0,8
4503,4,1,1,1,1000000,0,3,100000,3,2,2.0,180000.0,2
3406,8,9,1,8,10000000,0,7,0,6,5,2.0,3200000.0,8
4606,7,1,1,3,2000000,0,2,550000,3,2,2.0,230000.0,3
4660,2,5,5,2,1000000,650000,2,0,4,1,2.0,600000.0,2
2708,4,7,1,2,1000000,500000,4,0,3,3,2.0,316750.0,3
2611,2,9,1,8,4474000,0,4,0,3,2,2.0,216500.0,6
3953,3,5,1,8,31814471,0,7,200000,6,4,2.0,2200000.0,8
1443,8,9,8,8,5539600,1000000,4,0,3,2,2.0,140000.0,7
4713,4,1,1,1,500000,500000,2,0,4,1,2.0,0.0,2
2585,6,9,5,8,4356000,3236600,6,100000,6,2,2.0,2350000.0,8
1931,4,9,5,8,4618900,2500000,8,0,6,2,2.0,2550000.0,8
1483,5,1,1,8,3050000,0,3,200000,4,3,2.0,364500.0,6
2846,1,9,9,8,4583600,5554900,8,450000,8,3,2.0,3461500.0,6
4255,2,3,1,2,2000000,0,1,550000,3,2,2.0,180000.0,2
4194,10,0,3,1,0,1000000,4,0,4,2,1.0,212000.0,2
2122,8,6,1,8,15000000,0,4,167000,7,3,2.0,2894700.0,8
1874,7,7,1,8,18500000,0,8,200000,8,4,2.0,5590000.0,8
3880,3,9,9,8,6241500,3661800,7,100000,6,2,2.0,2200000.0,8
2286,4,5,5,1,0,1524910,2,50000,1,2,2.0,0.0,2
1484,5,9,1,8,4707400,0,7,450000,7,3,2.0,2500000.0,8
2773,4,6,1,2,1600000,0,3,0,3,2,2.0,235000.0,3
1377,8,7,1,8,17050000,0,7,400000,6,5,2.0,4000000.0,8
1485,5,3,1,4,2500000,0,4,0,3,2,2.0,1300000.0,6
3298,2,9,9,8,6169700,4778700,4,0,3,2,2.0,270000.0,6
4471,10,5,1,3,2000000,0,1,300000,3,3,2.0,150000.0,3
1378,8,1,1,1,0,500000,1,50000,1,2,2.0,0.0,2
1614,4,2,1,1,1000000,0,2,0,3,1,2.0,0.0,2
2852,1,8,9,8,1000000,5676200,1,1400000,7,3,2.0,2000000.0,6
3586,9,1,1,1,1500000,0,3,0,3,2,2.0,200000.0,3
3951,3,7,1,8,10000000,0,7,730000,6,4,2.0,2520000.0,8
4964,3,2,3,1,1000000,500000,2,0,1,2,2.0,0.0,1
2124,8,6,1,2,3100000,0,1,280000,3,2,2.0,130000.0,4
3949,3,6,1,8,22000000,0,7,500000,5,4,2.0,2007000.0,8
4902,4,2,2,1,500000,500000,3,0,3,2,2.0,350000.0,2
2049,4,5,1,2,1500000,0,3,200000,3,2,2.0,0.0,4
1704,8,1,0,2,2500000,0,1,260000,3,3,1.0,213000.0,4
2255,2,6,1,3,1500000,0,3,0,3,2,2.0,200000.0,3
4299,1,0,1,1,0,1000000,4,0,4,2,1.0,307000.0,2
1910,4,7,1,8,10000000,0,7,300000,6,3,2.0,1200000.0,8
4375,2,5,5,1,1000000,600000,4,75000,3,2,2.0,200000.0,2
1186,4,2,1,1,1000000,0,2,100,1,1,2.0,0.0,2
2856,1,9,1,8,10294100,0,8,200000,8,5,2.0,3000000.0,7
3601,9,1,1,3,3000000,0,3,100000,3,2,2.0,250000.0,4
2588,6,9,9,8,4172800,3690500,7,222222,6,3,2.0,1335000.0,7
1740,7,7,9,8,6000000,4000000,7,450000,3,3,2.0,3337600.0,7
3476,8,6,1,6,5720000,0,6,550000,3,4,2.0,254000.0,7
1663,7,9,9,8,5259300,4235100,7,0,7,3,2.0,3270000.0,8
2058,4,1,1,8,5472000,0,2,247333,3,2,2.0,186000.0,7
2900,7,1,1,2,2500000,0,5,0,3,3,2.0,150000.0,3
1742,7,6,1,8,19970133,0,7,450000,6,4,2.0,2460250.0,8
2532,10,5,9,8,15000000,5000000,5,300000,3,2,2.0,3200000.0,8
4564,9,0,1,2,0,1000000,1,0,3,1,1.0,0.0,1
1487,5,3,1,2,1500000,0,1,50000,1,2,2.0,0.0,2
4221,4,2,1,1,1200000,0,3,0,3,3,2.0,200000.0,2
1743,7,9,9,8,5352900,4196100,7,300000,6,4,2.0,2906000.0,8
4819,8,0,1,2,0,1000000,4,0,2,1,1.0,0.0,2
4766,4,1,1,1,75000,0,2,100,3,2,2.0,0.0,2
1613,4,1,5,1,2000000,0,1,200,3,2,2.0,200.0,2
4603,2,7,1,2,2500000,0,5,350000,3,3,2.0,200000.0,3
2901,7,7,1,5,5000000,0,7,0,6,4,2.0,2150000.0,7
4776,4,1,1,1,1500000,0,1,0,3,1,2.0,0.0,2
2141,8,6,1,8,8200000,0,4,150000,7,4,2.0,3432000.0,8
3241,2,6,1,6,3468561,0,3,150000,4,3,2.0,500000.0,6
3851,3,7,6,8,7500000,5000000,8,1400000,7,4,2.0,3500000.0,8
4192,4,1,1,2,1500000,500000,3,0,3,2,2.0,350000.0,2
4752,2,1,1,3,2400000,0,1,150000,1,2,2.0,0.0,2
4258,7,0,1,1,0,1138900,1,0,3,3,1.0,200000.0,2
1665,7,6,1,8,15000000,0,7,550000,8,4,2.0,3833000.0,8
2602,10,6,1,2,1932384,0,4,330000,3,2,2.0,158500.0,4
4391,2,1,1,3,2000000,0,4,0,3,2,2.0,0.0,3
2590,6,0,9,2,0,3391000,4,0,4,2,1.0,210500.0,3
4683,2,1,3,5,2000000,1000000,2,0,3,1,2.0,230000.0,3
1974,4,2,1,1,1500000,0,3,100000,5,2,2.0,4500000.0,4
2570,7,6,9,8,28000000,4900000,7,450000,8,5,2.0,3505500.0,8
3947,3,6,9,8,15000000,5000000,7,300000,3,5,2.0,2941750.0,8
1265,5,0,5,8,0,8311074,8,400000,8,4,1.0,3000000.0,8
1446,8,5,1,8,6093432,0,1,275000,4,3,2.0,500000.0,7
2605,10,9,9,8,12099000,4373700,4,0,6,3,2.0,2030000.0,8
4207,9,1,1,2,1000000,0,2,0,1,1,2.0,0.0,1
2613,10,7,1,8,10000000,0,7,300000,8,4,2.0,7700000.0,8
4810,4,5,5,1,0,200000,1,0,1,1,2.0,0.0,1
1379,8,9,6,8,12273200,2000000,4,1125000,6,3,2.0,1000000.0,8
4685,2,1,1,2,1500000,0,2,0,3,2,2.0,0.0,2
3353,1,8,1,8,15000000,0,8,1200000,3,4,2.0,1950000.0,7
4271,4,7,5,2,1000000,0,1,0,1,1,2.0,0.0,1
2034,4,7,6,8,7000000,5000000,8,300000,4,4,2.0,3450000.0,8
4475,10,6,5,7,2300000,1500000,1,200000,3,3,2.0,235000.0,3
4905,4,1,1,1,2000000,0,3,0,3,2,2.0,193000.0,2
3600,9,6,6,8,0,20000000,8,450000,7,4,2.0,3000000.0,8
4939,4,1,1,1,500000,0,1,300000,1,3,2.0,0.0,2
4857,4,5,5,1,0,200000,1,0,1,1,2.0,0.0,1
3974,9,3,1,4,5000000,0,7,0,4,2,2.0,1780000.0,6
4778,4,1,1,1,1200000,0,2,0,4,2,2.0,0.0,2
4777,4,1,1,1,1000000,0,2,0,3,2,2.0,216000.0,2
3945,3,7,1,8,12000000,0,4,1200000,8,3,2.0,6219500.0,8
3478,8,1,1,5,5000000,0,4,150000,3,2,2.0,250000.0,6
1789,5,6,1,7,5247533,0,3,0,4,2,2.0,383500.0,7
3479,8,0,9,8,0,4700000,4,250000,1,3,1.0,0.0,6
2834,2,5,1,6,3335702,0,1,600000,3,2,2.0,987425.0,6
2586,7,6,1,7,5600000,0,7,200000,4,4,2.0,400000.0,7
1489,5,6,1,5,7500000,0,7,445000,3,3,2.0,250000.0,7
2837,2,7,9,8,2500000,4745000,7,0,3,2,2.0,300000.0,6
4946,4,3,1,1,1500000,0,3,0,3,1,2.0,0.0,2
2162,4,7,1,5,5000000,0,1,0,3,3,2.0,372000.0,6
3460,2,7,1,1,1500000,0,4,0,3,2,2.0,200000.0,3
3699,3,2,3,3,1000000,1000000,5,100000,3,1,2.0,400000.0,3
1490,5,7,1,6,5000000,0,1,0,7,3,2.0,3300000.0,7
4535,7,0,1,5,0,2000000,3,150000,4,3,1.0,311500.0,3
4719,4,2,1,1,1000000,0,2,0,4,2,2.0,300000.0,2
2839,2,8,6,8,3000000,2500000,3,0,4,2,2.0,0.0,6
1491,5,1,1,1,3300000,0,3,0,3,1,2.0,150000.0,4
1492,5,6,1,8,10665960,0,7,450000,3,3,2.0,250000.0,8
2305,4,0,3,1,0,1000000,1,0,3,1,1.0,0.0,2
1790,5,8,1,8,10000000,0,7,450000,8,3,2.0,4733000.0,8
4605,4,2,1,1,700000,0,2,0,3,2,2.0,215000.0,2
3859,3,5,7,8,15000000,5000000,5,550000,8,4,2.0,3500000.0,8
1791,5,6,5,8,7000000,2946800,7,200000,6,4,2.0,2300000.0,8
2779,4,3,1,5,5000000,0,3,300000,3,1,2.0,0.0,6
2840,2,5,5,8,1000000,3245770,3,0,3,2,2.0,200000.0,6
3461,2,5,1,5,3000000,0,7,0,4,2,2.0,0.0,6
1668,7,1,9,8,0,4457600,4,250000,3,3,1.0,0.0,6
3200,1,1,1,7,4000000,0,3,0,3,2,2.0,275000.0,5
3200,1,1,1,7,4000000,0,3,0,3,2,2.0,275000.0,5
3200,1,1,1,7,4000000,0,3,0,3,2,2.0,275000.0,5
3200,1,1,1,7,4000000,0,3,0,3,2,2.0,275000.0,5
3200,1,1,1,7,4000000,0,3,0,3,2,2.0,275000.0,5
3200,1,1,1,7,4000000,0,3,0,3,2,2.0,275000.0,5
3886,3,3,1,1,3000000,0,5,550000,4,2,2.0,150000.0,3
4724,4,1,1,1,1000000,0,2,0,3,2,2.0,0.0,2
2841,2,9,1,5,3963800,0,4,100000,4,2,2.0,450000.0,6
3299,2,2,1,1,1000000,0,3,200000,4,2,2.0,300000.0,3
1745,7,9,1,8,24000000,0,8,1900000,8,3,2.0,5700000.0,8
1495,5,9,6,8,7859400,4500000,5,450000,6,3,2.0,2053000.0,8
3427,2,6,1,5,3021382,0,3,0,4,2,2.0,190000.0,5
4827,8,2,1,1,1200000,0,3,145000,1,2,2.0,0.0,2
3964,9,6,1,8,28000000,0,8,450000,7,4,2.0,3750000.0,8
3428,2,2,3,1,2000000,150000,4,200000,4,2,2.0,253000.0,4
4542,7,1,1,1,1000000,0,1,150000,4,2,2.0,168500.0,2
1792,5,5,5,5,2500000,1500000,1,450000,3,3,2.0,200000.0,6
1669,7,7,1,8,50000000,0,8,450000,7,5,2.0,3150000.0,8
4509,4,1,1,1,750000,200000,3,0,4,2,2.0,0.0,2
4690,9,6,1,3,3983828,0,1,0,3,3,2.0,314000.0,2
3482,8,8,9,8,10000000,5204000,8,575000,8,4,2.0,5150000.0,8
2454,6,2,9,2,500000,3807942,1,0,3,1,2.0,250000.0,3
3483,8,1,1,2,1500000,0,4,50000,3,3,2.0,120000.0,3
3944,3,7,1,7,4000000,0,6,0,3,3,2.0,170000.0,6
3944,3,7,1,7,4000000,0,6,0,3,3,2.0,170000.0,6
3462,2,2,1,2,1500000,0,2,0,3,1,2.0,0.0,2
1267,5,5,1,8,16000000,0,7,450000,6,4,2.0,2355250.0,8
2844,2,6,5,1,1150000,0,1,0,3,3,2.0,213000.0,3
1752,4,9,9,8,7500000,4500000,6,250000,6,2,2.0,2200000.0,8
1752,4,9,9,8,7500000,4500000,6,250000,6,2,2.0,2200000.0,8
3465,2,9,1,1,1495800,0,2,112000,3,2,2.0,190000.0,3
3682,3,7,1,5,4000000,0,1,700000,1,4,2.0,270000.0,6
2660,10,6,1,8,17112404,0,6,500000,7,4,2.0,4075000.0,8
2777,4,9,9,8,9000000,6000000,6,0,8,3,2.0,5100000.0,8
2455,6,9,9,8,4784200,3909700,5,450000,6,3,2.0,2576000.0,8
1746,7,1,5,8,0,10000000,8,700000,6,3,2.0,2197500.0,7
1793,5,7,9,8,6000000,5800700,6,450000,4,4,2.0,3700000.0,8
3578,9,2,1,1,1500000,0,1,0,2,1,2.0,0.0,2
1671,7,2,1,2,2500000,0,5,80000,4,2,2.0,300000.0,4
2616,2,6,1,8,9000000,0,5,550000,3,3,2.0,1900000.0,7
2665,10,7,1,8,5000000,0,8,450000,6,5,2.0,2480000.0,8
4210,2,3,3,1,500000,500000,2,0,1,1,2.0,0.0,1
3941,3,7,1,6,6000000,0,8,450000,4,4,2.0,377000.0,7
1795,5,5,5,8,6805154,8481300,6,450000,6,4,2.0,3020000.0,8
3692,3,9,1,8,11000000,0,7,500000,7,3,2.0,3800000.0,8
2621,7,7,6,8,3500000,6500000,1,275000,4,4,2.0,365000.0,6
2669,10,7,1,8,16500000,0,8,1900000,6,3,2.0,1300000.0,8
2023,4,2,1,2,2000000,0,4,0,3,1,2.0,200000.0,3
2623,7,6,1,8,16000000,0,8,1900000,7,4,2.0,3000000.0,8
2623,7,6,1,8,16000000,0,8,1900000,7,4,2.0,3000000.0,8
3940,3,7,1,6,6000000,0,5,200000,6,5,2.0,1095000.0,7
1496,5,5,3,8,6729602,1500000,2,275000,4,2,2.0,505000.0,7
1880,7,5,1,8,17300000,0,7,450000,7,3,2.0,4700000.0,8
3484,8,1,9,4,0,4484000,1,427350,3,2,2.0,160000.0,5
2257,2,3,1,8,3500000,0,1,550000,3,4,2.0,105000.0,6
1390,8,5,9,8,17516181,5813900,8,445000,8,4,2.0,7600000.0,8
4665,2,2,5,1,1000000,0,3,0,5,2,2.0,150000.0,2
1497,5,9,1,8,13500000,0,7,1200000,6,4,2.0,2000000.0,8
2306,4,9,9,8,4476200,4016600,6,0,3,2,2.0,2230000.0,8
3702,3,5,1,2,2000000,0,1,200000,3,4,2.0,123000.0,3
4865,2,3,1,2,2000000,0,1,0,3,2,2.0,200000.0,2
4900,5,1,1,5,2000000,0,2,0,3,3,2.0,200000.0,3
2671,10,3,3,8,4000000,4000000,6,550000,4,2,2.0,880000.0,7
1395,8,5,1,8,45820991,0,8,450000,7,5,2.0,4000000.0,8
2457,6,9,9,8,5000000,3000000,5,550000,3,2,2.0,1150000.0,7
4280,9,1,1,3,2000000,0,7,100000,3,1,2.0,200000.0,3
1672,7,2,1,8,3000000,0,3,588000,7,2,2.0,4447000.0,7
4156,2,1,1,1,800000,0,3,0,3,1,2.0,300.0,2
4885,8,2,1,1,1500000,0,1,150000,4,1,2.0,0.0,2
3130,2,9,1,5,4237500,0,4,450000,3,3,2.0,1696500.0,6
3708,4,9,5,8,5035500,2000000,4,1150000,4,3,2.0,2870000.0,8
3300,2,6,9,8,3000000,4000000,4,0,3,2,2.0,200000.0,6
4398,2,1,5,1,1000000,700000,1,100000,3,2,2.0,250000.0,2
4111,2,6,1,2,2000000,0,1,150000,3,2,2.0,1025000.0,2
4187,2,5,5,1,700000,750000,4,0,3,2,2.0,200000.0,2
2073,4,9,6,8,5750000,4000000,3,500000,3,3,2.0,1674000.0,8
2118,9,9,9,8,6858600,8852475,7,700000,7,5,2.0,3000000.0,8
3269,2,9,1,7,5600000,0,6,0,3,2,2.0,300000.0,6
2678,10,9,7,8,20000000,35000000,8,1900000,7,5,2.0,3000000.0,8
4969,4,1,1,1,2285000,0,1,100000,3,2,2.0,172500.0,2
2687,10,7,1,8,10000000,0,7,500000,7,5,2.0,2000000.0,8
1187,4,6,1,8,7296619,0,5,100000,6,2,2.0,1500000.0,8
3942,9,7,1,8,15000000,0,8,1520000,6,4,2.0,2883500.0,8
2690,10,6,1,8,40000000,0,8,550000,8,5,2.0,3900000.0,8
2459,6,9,9,8,4000000,3199472,7,0,4,2,2.0,4900000.0,7
4527,8,8,5,1,1000000,3000000,3,500000,3,1,2.0,500000.0,2
2696,10,7,5,8,8320000,22757000,8,450000,8,5,2.0,9000000.0,8
1499,5,7,1,8,10000000,0,8,450000,5,3,2.0,2750000.0,8
2169,8,1,1,7,3943050,0,3,450000,4,2,2.0,200000.0,6
2713,4,2,1,3,1500000,0,3,0,3,2,2.0,200000.0,3
2638,4,9,1,8,4618900,0,7,980000,3,3,2.0,2350000.0,8
2732,10,5,9,8,3145000,4546600,1,0,4,2,2.0,900000.0,6
2277,4,5,9,7,3500000,3400000,4,125000,4,3,2.0,150000.0,7
1677,7,9,9,6,3564500,4618900,4,0,4,3,2.0,300000.0,6
1449,8,7,1,5,5000000,0,7,200000,6,3,2.0,2800000.0,7
3696,3,0,9,8,0,5000000,7,450000,3,2,1.0,300000.0,6
4780,4,1,1,2,3000000,0,3,0,1,1,2.0,0.0,2
4985,4,1,1,2,3000000,0,4,50000,4,3,2.0,215000.0,3
3006,10,1,6,5,2000000,3200000,1,200000,3,4,2.0,200000.0,6
4279,2,1,1,1,2500000,0,1,275000,3,1,2.0,0.0,2
4611,2,1,1,1,1500000,0,1,0,1,1,2.0,20000.0,1
2036,4,1,1,2,3000000,0,1,100000,3,3,2.0,120000.0,4
2119,9,7,8,1,0,1500000,2,75000,3,2,2.0,200000.0,3
2258,2,6,1,5,4850000,0,7,330000,3,2,2.0,250000.0,6
3486,8,9,1,7,7834000,0,1,520000,3,3,2.0,293000.0,7
2847,2,9,9,8,5500000,3300000,7,0,3,2,2.0,3300000.0,6
2307,4,7,1,1,2000000,0,2,80000,3,2,2.0,400000.0,4
2908,7,7,9,8,5000000,5063922,7,450000,7,4,2.0,5829500.0,8
3362,1,8,7,8,3000000,5000000,6,700000,7,3,2.0,2500000.0,5
3018,10,5,1,8,60000000,0,8,1900000,8,5,2.0,4000000.0,8
3711,4,1,9,5,0,4757850,3,30000,3,3,2.0,354000.0,6
3024,10,6,1,8,6000000,0,4,150000,3,3,2.0,250000.0,7
3698,3,9,9,8,4500000,4000000,5,300000,3,2,2.0,2180000.0,7
3936,3,9,6,7,4596800,3500000,7,1200000,6,2,2.0,2362000.0,8
4782,4,2,2,8,1300000,500000,2,100000,3,2,2.0,0.0,4
1750,7,6,1,5,4134000,0,7,500000,6,4,2.0,2000000.0,7
4301,8,7,3,7,1800000,1000000,5,0,1,3,2.0,0.0,4
4298,7,1,1,1,1500000,0,2,0,3,2,2.0,0.0,2
3034,10,6,1,8,7000000,0,7,500000,6,3,2.0,2200000.0,8
4944,5,1,1,1,1500000,0,1,100000,3,1,2.0,180000.0,2
1882,7,9,9,8,3514791,7000000,7,100000,6,3,2.0,3800000.0,7
3071,10,5,6,6,1000000,2750000,3,150000,3,3,2.0,300000.0,6
1500,5,7,1,8,13000000,0,7,700000,6,4,2.0,2900000.0,8
3271,2,5,1,2,1500000,0,2,350000,4,2,2.0,150000.0,4
2922,9,7,1,3,3000000,0,2,0,3,2,2.0,230.0,4
2259,2,9,9,8,3801600,4646700,5,0,4,2,2.0,212000.0,6
1272,5,6,1,8,7671162,0,6,450000,4,3,2.0,186500.0,8
3488,8,6,6,5,0,3000000,4,450000,4,2,2.0,150000.0,6
1501,5,5,1,7,7995090,0,1,758000,3,3,2.0,200000.0,8
3742,9,1,1,3,2000000,0,3,0,3,2,2.0,67000.0,3
1400,8,0,2,2,0,1500000,3,175000,3,2,1.0,250000.0,3
2260,2,9,5,5,4200000,0,6,0,3,3,2.0,150000.0,6
4294,4,3,1,3,3500000,0,4,150000,4,3,2.0,600000.0,3
3302,2,6,1,3,3514177,0,1,0,3,2,2.0,187500.0,4
2631,4,9,9,8,4500000,3000000,1,450000,3,3,2.0,1280000.0,7
1205,4,3,1,1,1500000,0,1,0,3,2,2.0,0.0,2
4484,10,1,1,2,1700000,0,1,128000,3,2,2.0,250000.0,2
3336,10,8,6,8,3000000,3500000,5,850000,3,2,2.0,190000.0,6
3342,10,8,1,7,4000000,0,4,75000,4,4,2.0,150000.0,6
2730,2,1,1,1,800000,0,1,0,3,1,2.0,182000.0,2
2261,2,6,1,5,5300000,0,3,450000,3,2,2.0,197000.0,6
1698,8,6,9,8,2143767,5409200,1,450000,3,3,2.0,283000.0,7
3344,10,9,9,8,12704444,6724651,8,500000,7,5,2.0,3226000.0,8
2262,2,1,3,8,3000000,1500000,1,300000,4,2,2.0,100000.0,5
4830,8,1,5,2,0,1500000,1,0,1,2,2.0,0.0,1
2679,4,5,1,1,1900000,0,1,0,3,2,2.0,173000.0,3
1273,5,7,1,8,7500000,0,4,940500,6,3,2.0,1800000.0,8
3377,7,1,1,5,5000000,0,7,540000,3,3,2.0,187500.0,6
1918,4,6,1,8,6121100,0,8,175000,4,4,2.0,320000.0,8
3609,9,2,1,2,1500000,0,2,0,3,2,2.0,205000.0,3
3688,3,9,9,8,4508400,4134600,5,125000,6,2,2.0,2500000.0,8
3844,3,7,1,4,2790000,0,3,222000,3,2,2.0,225000.0,5
4567,9,2,1,1,1400000,0,2,0,4,2,2.0,0.0,2
4567,9,2,1,1,1400000,0,2,0,4,2,2.0,0.0,2
3433,2,6,9,8,3000000,4108100,3,350,3,2,2.0,145000.0,6
1274,5,6,1,8,14678379,0,4,550000,6,4,2.0,4350000.0,8
2038,4,6,6,8,6365230,4500000,6,485000,6,3,1.0,2372500.0,8
2462,6,5,1,1,2000000,0,4,0,3,1,2.0,175000.0,3
4290,5,2,1,2,1500000,0,1,0,3,1,2.0,50000.0,2
3489,8,6,9,8,0,6380000,7,550000,3,3,2.0,2350000.0,7
1799,5,9,1,8,7500000,0,7,400000,3,3,2.0,529000.0,8
2464,6,5,1,8,18000000,0,1,400000,7,2,2.0,3954000.0,8
3469,2,6,9,8,8807700,4999200,5,450000,6,3,2.0,2000000.0,7
3470,2,7,1,8,4000000,0,3,0,3,1,2.0,250000.0,6
3934,3,9,9,8,14834844,10136667,8,1150000,8,4,2.0,4090800.0,8
3434,2,9,0,8,3211900,0,5,0,3,3,1.0,250.0,6
1699,8,9,9,8,9000000,4000000,5,445000,4,2,2.0,520000.0,8
1699,8,9,9,8,9000000,4000000,5,445000,4,2,2.0,520000.0,8
1699,8,9,9,8,9000000,4000000,5,445000,4,2,2.0,520000.0,8
2620,2,7,9,8,2660000,3470200,6,0,3,3,2.0,300000.0,6
1450,8,6,1,8,30000000,0,7,300000,6,3,2.0,1680000.0,8
4103,4,1,1,1,1500000,0,3,0,3,2,2.0,204500.0,2
2635,7,5,1,8,25625194,0,7,1000000,7,4,2.0,4000000.0,8
3471,2,9,1,4,3500000,0,5,200000,4,2,2.0,250000.0,5
2764,4,7,1,2,1500000,0,2,0,3,2,2.0,250000.0,3
4679,9,5,5,1,800000,600000,1,0,1,3,2.0,0.0,1
3490,8,6,1,8,9500000,0,5,0,4,3,2.0,1664000.0,8
3369,1,6,9,8,4218300,5061900,1,500000,6,4,2.0,2347000.0,5
1227,4,1,1,1,1500000,0,1,0,4,1,2.0,315000.0,2
1227,4,1,1,1,1500000,0,1,0,4,1,2.0,315000.0,2
1756,7,9,9,4,3070700,1050000,5,500000,4,2,2.0,350000.0,5
1700,8,6,9,8,3399438,9866420,6,450000,7,4,2.0,3200000.0,8
4779,2,3,1,3,3000000,0,3,100000,3,2,2.0,152000.0,3
4149,4,2,5,1,500000,0,3,100000,4,2,2.0,0.0,2
1451,8,7,1,8,6000000,0,7,100000,3,4,2.0,2200000.0,8
2288,4,5,9,3,2000000,1722484,3,110000,4,2,2.0,500000.0,4
3436,2,1,0,1,1500000,0,3,75000,1,2,1.0,0.0,3
4972,4,2,2,5,500000,500000,2,0,2,2,2.0,0.0,3
4864,4,1,1,2,2000000,0,2,0,3,2,2.0,250000.0,2
1190,4,9,1,7,5083000,0,3,0,3,2,2.0,146000.0,7
1280,5,6,7,8,1800000,15000000,8,700000,8,5,1.0,6000000.0,8
1281,5,6,1,8,25000000,0,7,445000,6,3,2.0,2327000.0,8
3896,3,9,9,8,6002200,3900000,4,0,7,4,2.0,3531000.0,8
1692,8,1,9,7,0,4122600,4,0,3,2,2.0,170000.0,6
2469,6,6,9,8,3527200,5000000,7,200000,3,3,2.0,143000.0,6
3867,3,6,9,8,7878800,3743100,7,125000,6,3,2.0,2400000.0,8
3827,3,2,1,2,2400000,0,3,100000,4,2,2.0,170000.0,4
4908,4,1,1,2,2360000,0,1,0,3,2,2.0,149000.0,2
2912,7,9,9,8,5256700,4349800,8,300000,6,4,2.0,1572000.0,8
2851,2,6,1,8,3411000,0,3,150000,3,3,2.0,120000.0,6
3836,9,9,9,8,8392700,9897800,7,450000,6,3,2.0,3150000.0,8
3611,9,1,1,1,1500000,0,2,12500,1,2,2.0,0.0,2
2001,5,7,3,8,15000000,3000000,8,1900000,6,4,2.0,2700000.0,8
1883,7,7,1,7,7000000,0,3,995000,4,3,2.0,182000.0,7
3828,9,9,5,6,4677300,2000000,7,450000,4,3,2.0,200000.0,7
3583,9,7,1,1,500000,0,2,250000,5,1,2.0,285000.0,3
3823,9,6,6,8,6819827,3000000,1,700000,6,3,2.0,2847000.0,8
1885,7,6,1,4,3350400,0,4,500000,3,3,2.0,200000.0,5
1283,5,9,6,8,9917000,3157791,8,445000,7,4,2.0,4000000.0,8
1688,8,6,3,8,6000000,1500000,1,450000,4,4,2.0,600000.0,7
3352,10,9,9,8,5900000,4000000,5,1200000,6,2,2.0,2000000.0,8
3522,7,9,9,8,9412500,3423900,7,995000,3,2,2.0,231500.0,7
1191,4,9,9,8,5000000,10000000,8,450000,6,3,2.0,2000000.0,8
4082,6,0,1,1,0,1000000,4,500000,3,2,1.0,0.0,2
3930,3,9,9,8,5750000,4550000,8,450000,3,3,2.0,2950000.0,8
1686,8,7,3,2,1500000,1000000,1,0,3,2,2.0,1200000.0,3
3305,2,1,1,7,3900000,0,3,0,4,2,2.0,300000.0,6
4552,7,1,1,1,2000000,0,3,0,3,2,2.0,235000.0,2
4212,4,1,1,1,500000,0,3,0,1,1,2.0,0.0,1
1761,7,1,1,3,3000000,0,4,450000,3,3,2.0,200000.0,4
3928,3,7,1,5,5500000,0,5,850000,4,2,2.0,350000.0,7
1678,8,6,1,4,4211400,0,2,150000,3,2,2.0,0.0,5
4300,5,1,5,1,0,1500000,1,100000,3,3,2.0,201000.0,2
1503,5,6,7,8,3000000,10000000,8,2000000,8,4,2.0,5600000.0,8
3815,9,5,9,8,11000000,3000000,7,450000,6,4,2.0,2820000.0,8
4161,6,1,7,3,0,700000,1,175000,1,3,2.0,0.0,2
3363,10,1,6,8,0,15000000,7,1900000,7,3,2.0,3000000.0,8
3927,3,5,5,8,14848000,0,1,445000,6,4,2.0,3500000.0,8
3364,10,7,1,8,7000000,0,1,200000,3,3,2.0,250000.0,7
4694,2,1,1,1,2000000,0,1,0,3,1,2.0,277500.0,1
1504,5,5,1,8,20000000,3000000,8,1500000,7,4,2.0,3000000.0,8
1901,7,6,1,8,37955880,0,8,450000,8,5,2.0,4150500.0,8
3838,3,7,1,8,5800000,0,7,450000,6,4,2.0,1750000.0,8
3276,2,6,1,8,40000000,0,8,1900000,8,5,2.0,3900750.0,8
3806,9,9,1,7,5580200,0,4,100000,6,3,2.0,1900000.0,7
1289,5,9,9,8,5314800,5772400,7,700000,6,5,2.0,2200000.0,8
1762,7,9,9,8,6000000,4000000,5,500000,3,4,2.0,3300000.0,7
