id,prodi,keberadaan ayah,keberadaan ibu,pekerjaan ayah,pekerjaan ibu,jumlah tanggungan,penghasilan ayah,penghasilan ibu,kepemilikan rumah,iuran sekolah,kendaraan,listrik,pajak mobil,pajak motor,ukt
3975,Teknik Informatika,1.0,1,Karyawan Swasta,Lainnya,5,25000000,19000000,7,450000,7,4,5000000.0,350000,8
2359,Ilmu Hukum,1.0,1,Karyawan Swasta,Tidak Bekerja,4,12831132,0,6,300000,1,3,0.0,0,8
2359,Ilmu Hukum,1.0,1,Karyawan Swasta,Tidak Bekerja,4,12831132,0,6,300000,1,3,0.0,0,8
1936,Ilmu Administrasi Publik,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,6222300,0,1,275000,6,2,2000000.0,230000,7
3623,Biologi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,15000000,10000000,7,280000,6,3,2000000.0,0,8
2513,Gizi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,5434800,3639000,7,300000,3,2,2500000.0,400000,8
4014,Farmasi,1.0,1,Buruh,Tidak Bekerja,6,3000000,0,3,0,3,1,0.0,300000,3
1870,Teknik Kimia,1.0,0,PNS / TNI / Polri,Sudah Meninggal,1,4250000,0,4,500000,3,2,0.0,300000,6
4741,Pendidikan Guru Anak Usia Dini (PGAUD),0.0,1,Sudah Meninggal,Petani,2,0,500000,1,0,3,1,0.0,0,1
3558,Kimia,1.0,1,Karyawan Swasta,Tidak Bekerja,4,2222152,0,4,100000,4,1,0.0,165000,4
2152,Pendidikan Bahasa Inggris,1.0,1,Petani,PNS / TNI / Polri,5,7000000,5000000,7,1400000,8,3,4500000.0,270000,8
4602,Bimbingan dan Konseling,1.0,0,Buruh,Tidak Bekerja,6,2500000,0,2,300000,3,2,0.0,0,2
3971,Teknik Informatika,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,4829700,0,6,0,3,3,0.0,294300,6
1212,Pendidikan Biologi,1.0,1,Wiraswasta,Tidak Bekerja,2,1000000,0,4,0,3,2,0.0,300000,3
2029,Pendidikan Ekonomi,1.0,1,PNS / TNI / Polri,Lainnya,3,3700000,500000,2,110000,3,2,0.0,150000,6
2883,Arsitektur,1.0,1,Buruh,Tidak Bekerja,5,3250000,0,4,150000,3,3,0.0,250000,4
1460,Pendidikan Biologi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,5452200,3670806,3,110000,4,2,0.0,300000,8
2362,Ilmu Hukum,1.0,1,Lainnya,Tidak Bekerja,6,17000000,0,6,450000,6,4,2800000.0,130000,8
4016,Farmasi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,6,5547800,3000000,4,700000,3,2,1500000.0,300000,8
3039,Pendidikan Dokter Gigi,0.0,1,Sudah Meninggal,Tidak Bekerja,3,0,3000000,8,200000,7,3,2500000.0,0,6
1437,Manajemen,0.0,1,Sudah Meninggal,Wiraswasta,3,0,18000000,8,7900000,6,5,3200000.0,0,8
4434,Ilmu Hukum,1.0,1,Karyawan Swasta,Tidak Bekerja,4,3200000,0,3,110000,3,1,0.0,200000,3
1439,Manajemen,1.0,1,Wiraswasta,Tidak Bekerja,5,7500000,0,8,400000,6,4,2500000.0,0,8
4879,Teknik Pertanian,1.0,1,Petani,Lainnya,5,1000000,0,2,50000,4,1,0.0,174500,2
4973,Sistem Informasi,1.0,1,Lainnya,Tidak Bekerja,2,1500000,0,1,550000,3,2,0.0,215000,3
1183,Pendidikan Matematika,1.0,1,PNS / TNI / Polri,Karyawan Swasta,3,4587816,3969450,4,0,3,2,2600000.0,200000,8
2800,Pendidikan Masyarakat,1.0,1,Petani,Tidak Bekerja,2,2700000,0,3,60000,4,2,0.0,250000,6
3720,Ilmu Kelautan,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,3964000,5450500,7,200000,4,2,3000000.0,300000,7
2170,Pendidikan Bahasa Inggris,1.0,1,Lainnya,Lainnya,4,2740857,1800000,4,250000,3,2,0.0,145000,7
2441,Ilmu Kesehatan Masyarakat,1.0,1,Pedagang Kecil,PNS / TNI / Polri,4,2000000,4237500,4,0,4,2,0.0,341000,6
4883,Teknik Pertanian,1.0,1,Wiraswasta,Tidak Bekerja,3,1700000,0,1,0,3,2,0.0,125000,2
4598,Fisika,1.0,1,Petani,Lainnya,4,1500000,0,3,0,4,2,0.0,211000,2
2114,Pendidikan Bahasa Inggris,1.0,1,Karyawan Swasta,Wirausaha,3,7000000,2000000,8,100000,5,2,0.0,1000000,8
3834,Sistem Informasi,1.0,1,Karyawan Swasta,PNS / TNI / Polri,4,18030000,6943200,8,445000,8,4,6500000.0,0,8
1624,Pendidikan Fisika,1.0,1,Pedagang Kecil,Tidak Bekerja,3,2000000,0,3,0,3,2,0.0,300000,4
3403,ILMU HUBUNGAN INTERNASIONAL,1.0,1,PNS / TNI / Polri,Wirausaha,4,4214500,1000000,1,445000,4,3,0.0,347509,6
4979,Pendidikan Ekonomi,1.0,1,Buruh,Tidak Bekerja,4,2000000,0,1,0,3,2,0.0,0,2
4856,Teknologi Hasil Pertanian,1.0,1,Petani,Tidak Bekerja,5,1000000,0,1,0,4,1,0.0,0,1
4185,Akuntansi,1.0,1,Petani,Tidak Bekerja,5,500000,0,2,0,1,2,0.0,0,1
4862,Teknologi Hasil Pertanian,1.0,1,Petani,Petani,2,500000,500000,2,100000,3,1,0.0,0,2
4959,Pendidikan Sejarah,1.0,1,Wiraswasta,Tidak Bekerja,4,1000000,0,1,0,4,1,0.0,250000,2
1184,Pendidikan Matematika,1.0,1,Pedagang Kecil,Tidak Bekerja,3,5000000,0,5,450000,6,4,945000.0,183500,8
3721,Ilmu Kelautan,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,5438000,0,5,200000,5,3,0.0,300000,7
1185,Pendidikan Matematika,1.0,1,Buruh,Tidak Bekerja,2,2500000,0,4,120000,3,1,0.0,194000,6
1732,Teknik Sipil,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,5808800,0,7,0,7,4,3500000.0,165500,7
1474,Pendidikan Kimia,1.0,1,Buruh,Lainnya,4,3100000,0,1,280000,4,2,0.0,175000,4
3969,Teknik Informatika,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,10000000,7000000,8,1900000,8,4,3000000.0,300000,8
2886,Teknologi Hasil Perikanan,1.0,1,PNS / TNI / Polri,Lainnya,4,4000000,0,3,0,3,2,0.0,170000,6
3725,Ilmu Kelautan,1.0,1,Buruh,Tidak Bekerja,5,2500000,0,1,125000,3,2,0.0,18000,3
2364,Ilmu Hukum,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,4558100,3909700,4,0,3,2,1308500.0,385900,7
3991,Farmasi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,6,4707400,4384600,7,300000,6,3,2745000.0,250000,8
1972,Ilmu Administrasi Publik,1.0,1,Petani,Tidak Bekerja,5,1500000,0,4,0,3,1,0.0,100000,3
2365,Ilmu Hukum,1.0,1,Lainnya,Tidak Bekerja,4,4000000,0,1,430000,4,5,0.0,300000,6
1368,Ilmu Komunikasi,1.0,1,Lainnya,Tidak Bekerja,4,14000000,0,7,100000,4,3,1386000.0,190500,8
3965,Teknik Informatika,0.0,1,Sudah Meninggal,Lainnya,4,0,15000000,8,275000,3,4,2300000.0,180000,7
3421,Agronomi,1.0,1,Karyawan Swasta,Tidak Bekerja,5,1000000,0,2,0,3,2,0.0,0,2
1256,Akuntansi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,7656500,0,6,450000,6,3,1987000.0,180500,8
1370,Ilmu Komunikasi,1.0,1,Petani,Petani,4,1500000,500000,2,0,3,1,0.0,0,2
1871,Teknik Kimia,1.0,1,Karyawan Swasta,Tidak Bekerja,2,3790000,0,7,100000,4,2,0.0,250000,6
2442,Ilmu Kesehatan Masyarakat,1.0,1,PNS / TNI / Polri,Lainnya,7,3000000,0,4,0,3,2,0.0,2500,4
2753,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Buruh,Tidak Bekerja,4,2555831,0,1,0,3,1,0.0,105000,3
2050,"Pendidikan Bahasa, Sastra Indonesia & Daerah",1.0,1,Karyawan Swasta,PNS / TNI / Polri,6,7000000,3900000,3,400000,3,2,0.0,120000,7
2554,Teknik Elektro,1.0,1,Karyawan Swasta,Tidak Bekerja,4,33145709,0,5,330000,7,4,4000000.0,300000,8
4653,Agronomi,1.0,1,Buruh,Pedagang Kecil,4,1000000,500000,3,150000,3,1,0.0,0,2
1942,Pendidikan Pancasila & Kewarganegaraan (PPKN),1.0,1,Lainnya,Lainnya,4,1800000,328000,4,275000,3,2,0.0,150000,4
4882,Pendidikan Fisika,1.0,1,Petani,Petani,3,600000,600000,2,0,4,1,0.0,200000,2
1734,Teknik Sipil,1.0,1,Karyawan Swasta,Tidak Bekerja,6,14000000,0,7,1500000,6,3,3100000.0,200000,8
3114,Agroekoteknologi,0.0,1,Lainnya,Wiraswasta,1,0,3000000,4,1600000,3,2,0.0,150000,6
1648,Pendidikan Teknik Mesin,1.0,1,PNS / TNI / Polri,Pensiunan,3,4699300,4600000,7,0,6,2,2500000.0,0,8
2598,Teknologi Hasil Pertanian,0.0,1,Sudah Meninggal,Petani,3,0,1500000,4,75000,3,1,0.0,200000,3
2776,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Wiraswasta,Tidak Bekerja,2,2500000,0,4,150000,3,2,0.0,135000,6
2707,Pendidikan Guru Sekolah Dasar (PGSD),0.0,1,Sudah Meninggal,Pensiunan,3,0,3838400,3,80000,4,2,0.0,470000,6
2895,Arsitektur,1.0,1,PNS / TNI / Polri,Tidak Bekerja,7,5092900,0,7,0,3,3,0.0,230000,4
2895,Arsitektur,1.0,1,PNS / TNI / Polri,Tidak Bekerja,7,5092900,0,7,0,3,3,0.0,230000,4
1373,Ilmu Komunikasi,1.0,1,Karyawan Swasta,Tidak Bekerja,6,6710000,0,5,590000,3,2,1200000.0,200000,7
2374,Ilmu Hukum,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,7,8000000,8000000,8,200000,3,3,3000000.0,25000,8
4494,Agroekoteknologi,1.0,1,Wiraswasta,Lainnya,4,2000000,1800000,4,222000,4,3,0.0,0,3
4559,Pendidikan Bahasa Inggris,1.0,1,Pedagang Kecil,Tidak Bekerja,5,2000000,0,2,75000,3,1,0.0,120000,2
1432,Sosiologi,1.0,1,Petani,Tidak Bekerja,4,1500000,0,2,0,3,1,0.0,151000,3
3404,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Wiraswasta,PNS / TNI / Polri,2,2000000,3000000,4,0,3,1,0.0,200000,6
2559,Teknik Elektro,1.0,1,Wiraswasta,Tidak Bekerja,4,12000000,0,7,450000,6,2,2000000.0,160000,8
3021,Teknik Geologi,1.0,1,Wiraswasta,Tidak Bekerja,1,4000000,0,7,1800000,4,3,0.0,200000,7
1204,Pendidikan Biologi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,4829700,4000000,5,185000,6,3,1765250.0,150000,8
2375,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Lainnya,7,6294500,25000000,7,550000,7,4,2000000.0,200000,8
2097,Ilmu Administrasi Publik,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,8900000,13019800,7,300000,6,3,2222750.0,150000,8
4992,Kesehatan Lingkungan,1.0,1,Petani,Tidak Bekerja,4,500000,0,2,50000,3,2,0.0,0,2
3343,Pendidikan Dokter,1.0,1,Lainnya,PNS / TNI / Polri,3,10440790,4356000,5,1400000,7,3,2693500.0,169500,7
3423,Agronomi,1.0,1,Petani,Tidak Bekerja,4,1300000,0,3,84000,3,1,0.0,0,3
3457,Proteksi Tanaman,1.0,1,Petani,Tidak Bekerja,2,1500000,0,3,166,3,2,0.0,300,3
2377,Ilmu Hukum,1.0,1,Buruh,Tidak Bekerja,6,3840000,0,1,300000,3,3,0.0,0,4
4886,Pendidikan Fisika,1.0,1,Buruh,Tidak Bekerja,3,1000000,0,2,0,3,2,0.0,0,2
2828,Budidaya Perairan,1.0,1,Karyawan Swasta,Tidak Bekerja,2,2700000,0,4,150000,3,3,0.0,300000,6
4869,Sosiologi,1.0,1,Wiraswasta,Tidak Bekerja,5,2500000,0,1,200000,3,2,0.0,130000,2
3873,Sistem Komputer,1.0,1,Wiraswasta,Tidak Bekerja,4,3000000,0,1,577500,4,3,0.0,180000,3
2647,Bimbingan dan Konseling,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,4702400,4800000,7,150000,3,3,2200000.0,300000,8
3424,Agronomi,1.0,1,Petani,Tidak Bekerja,3,1800000,0,2,0,3,4,0.0,0,3
1231,Pendidikan Kimia,1.0,1,Petani,Lainnya,2,1300000,0,1,0,1,1,0.0,0,2
1213,Pendidikan Biologi,1.0,1,Tidak Bekerja,PNS / TNI / Polri,2,0,4898000,7,450000,4,3,2000000.0,700000,7
4808,Pendidikan Kimia,1.0,1,Lainnya,Lainnya,3,1500000,1000000,1,0,3,2,0.0,198500,2
4960,Pendidikan Sejarah,1.0,1,Tidak Bekerja,Buruh,4,0,800000,2,50000,3,1,0.0,0,1
3726,Ilmu Kelautan,1.0,1,Wiraswasta,Tidak Bekerja,4,3000000,0,7,150000,3,2,0.0,146000,4
3345,Pendidikan Dokter,1.0,1,Wiraswasta,Lainnya,1,6000000,7000000,7,450000,6,4,3700000.0,350000,7
4506,Teknik Sipil,1.0,1,Buruh,Tidak Bekerja,2,1000000,0,1,75000,4,2,0.0,200000,2
2724,Teknik Pertanian,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,6400000,0,7,200000,6,2,1500000.0,146000,7
2795,Pendidikan Masyarakat,1.0,1,Petani,Tidak Bekerja,4,1,0,2,0,1,1,0.0,0,2
4701,Psikologi,1.0,1,Buruh,Tidak Bekerja,4,2000000,0,1,110000,3,1,0.0,1720000,2
3119,Agroekoteknologi,1.0,1,Wiraswasta,PNS / TNI / Polri,3,2000000,4000000,7,0,4,3,0.0,300000,6
4508,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Buruh,Tidak Bekerja,4,1500000,0,1,300000,3,2,0.0,149000,2
1374,Ilmu Komunikasi,1.0,1,Wiraswasta,Karyawan Swasta,2,3000000,4754000,5,300000,6,2,1000000.0,200000,7
4510,ILMU HUBUNGAN INTERNASIONAL,1.0,0,Buruh,Sudah Meninggal,4,2500000,0,4,75000,3,3,0.0,0,2
1207,Pendidikan Biologi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,4778700,5756100,6,222222,7,3,2300000.0,300000,8
2902,Teknologi Hasil Perikanan,1.0,1,Petani,PNS / TNI / Polri,3,2000000,4618900,4,100000,6,2,3650000.0,450000,6
3458,Proteksi Tanaman,1.0,1,Karyawan Swasta,Tidak Bekerja,3,3500000,0,5,330000,3,3,0.0,180000,6
1479,Manajemen,1.0,1,PNS / TNI / Polri,Lainnya,3,6000000,12000000,8,450000,6,5,4500000.0,160000,8
1783,Ekonomi Pembangunan,1.0,1,PNS / TNI / Polri,Wirausaha,4,24156300,20000000,8,450000,7,5,1500000.0,215000,8
3237,Peternakan,1.0,1,Wiraswasta,Tidak Bekerja,3,1500000,0,3,100000,3,2,0.0,0,3
3963,Teknik Informatika,1.0,1,Karyawan Swasta,PNS / TNI / Polri,4,19000000,4000000,7,500000,8,4,3000000.0,2000000,8
3963,Teknik Informatika,1.0,1,Karyawan Swasta,PNS / TNI / Polri,4,19000000,4000000,7,500000,8,4,3000000.0,2000000,8
2010,Akuntansi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,1,7589300,0,5,0,8,3,1500000.0,250000,8
2385,Ilmu Hukum,1.0,1,Wiraswasta,Tidak Bekerja,5,5000000,0,8,450000,3,3,0.0,193000,7
1641,Pendidikan Teknik Mesin,1.0,1,Petani,Tidak Bekerja,3,1500000,0,3,0,3,2,0.0,0,3
2072,"Pendidikan Bahasa, Sastra Indonesia & Daerah",1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,6547150,0,7,250000,6,2,2300000.0,150000,8
2389,Ilmu Hukum,1.0,1,Lainnya,Tidak Bekerja,3,3115051,0,5,450000,4,3,0.0,650000,6
1433,Sosiologi,1.0,1,Wiraswasta,Tidak Bekerja,4,2500000,0,3,100000,5,2,0.0,150000,4
1736,Teknik Sipil,1.0,1,Karyawan Swasta,PNS / TNI / Polri,5,3400000,4500000,7,200000,4,5,2100000.0,195000,7
3584,Kimia,0.0,1,Sudah Meninggal,Wiraswasta,3,0,2000000,3,0,3,2,0.0,309,3
1546,Pendidikan Dokter Gigi,1.0,1,Lainnya,PNS / TNI / Polri,5,18000000,12000000,8,500000,8,5,3500000.0,300000,7
2601,Teknologi Hasil Pertanian,1.0,1,Karyawan Swasta,Tidak Bekerja,4,12895000,0,1,405000,4,2,0.0,200000,6
1785,Ekonomi Pembangunan,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,5000000,0,7,200000,3,2,0.0,250000,7
3205,Teknik Pertambangan,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,5174800,3842300,4,100000,3,2,0.0,180000,6
3673,Sistem Informasi,1.0,1,Karyawan Swasta,Tidak Bekerja,2,4888888,0,1,200000,1,1,0.0,0,5
1632,Teknik Mesin,1.0,1,Karyawan Swasta,Tidak Bekerja,3,9646907,0,5,688000,3,3,0.0,148500,7
1435,Sosiologi,1.0,1,Karyawan Swasta,Tidak Bekerja,4,6300000,0,3,0,3,3,0.0,40000,7
4283,Ilmu Kelautan,1.0,1,Buruh,Lainnya,3,1500000,500000,1,200000,3,3,0.0,500000,3
4963,Pendidikan Sejarah,1.0,1,Wiraswasta,Tidak Bekerja,5,2000000,0,4,0,3,2,0.0,225000,2
4963,Pendidikan Sejarah,1.0,1,Wiraswasta,Tidak Bekerja,5,2000000,0,4,0,3,2,0.0,225000,2
4774,Pendidikan Masyarakat,1.0,1,Petani,Tidak Bekerja,4,1500000,0,3,0,3,2,0.0,0,2
1844,Pendidikan Teknik Mesin,1.0,1,Karyawan Swasta,Tidak Bekerja,4,41158346,0,8,1400000,8,5,8000000.0,2281000,8
3833,Sistem Informasi,1.0,1,Buruh,Tidak Bekerja,5,3500000,0,4,300000,3,3,0.0,150000,4
2606,Teknologi Hasil Pertanian,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,4739700,0,5,110000,3,2,0.0,250000,6
2797,Pendidikan Masyarakat,1.0,1,Petani,Tidak Bekerja,6,3000000,0,2,0,3,2,0.0,300000,3
3865,Sistem Informasi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,4745000,3998900,1,1900000,7,3,3000000.0,0,8
2390,Ilmu Hukum,1.0,1,Buruh,PNS / TNI / Polri,4,3000000,4766800,5,0,3,2,1990000.0,210000,7
1520,Manajemen,1.0,1,Wiraswasta,Tidak Bekerja,1,15000000,0,8,1400000,8,2,10000000.0,200000,8
4515,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Petani,Tidak Bekerja,3,1000000,0,2,100000,2,5,0.0,0,2
4182,Pendidikan Sejarah,1.0,1,Petani,Tidak Bekerja,2,800000,0,3,0,3,2,0.0,260000,2
4176,Pendidikan Matematika,1.0,1,Pedagang Kecil,Tidak Bekerja,4,2000000,0,5,0,3,2,0.0,0,2
2446,Ilmu Kesehatan Masyarakat,0.0,1,Sudah Meninggal,PNS / TNI / Polri,2,0,4803000,8,0,6,4,2800000.0,800000,7
4750,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Lainnya,Pedagang Kecil,3,0,900000,1,60000,1,2,0.0,0,1
2607,Teknologi Hasil Pertanian,1.0,1,Lainnya,PNS / TNI / Polri,4,1500000,4008000,4,0,4,1,0.0,350000,6
3209,Teknik Pertambangan,1.0,1,Pensiunan,Pensiunan,1,2900000,4688900,7,0,4,2,0.0,520000,6
3814,Sistem Informasi,1.0,1,PNS / TNI / Polri,Lainnya,2,5887500,6169825,7,1375000,6,3,1469500.0,0,8
4635,Kimia,1.0,1,Lainnya,Lainnya,2,550000,500000,2,0,4,2,0.0,0,2
4815,Ilmu Administrasi Publik,1.0,1,Lainnya,Tidak Bekerja,3,1000000,0,1,8333,1,2,0.0,0,1
2392,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Lainnya,3,4300000,10949380,7,925000,6,4,2800000.0,300000,8
1376,Ilmu Komunikasi,1.0,1,Buruh,Tidak Bekerja,4,3500000,0,6,280000,4,3,0.0,300000,6
3961,Teknik Informatika,1.0,1,Karyawan Swasta,Tidak Bekerja,4,38000000,0,8,700000,4,4,6000000.0,700000,8
3961,Teknik Informatika,1.0,1,Karyawan Swasta,Tidak Bekerja,4,38000000,0,8,700000,4,4,6000000.0,700000,8
4872,Sosiologi,1.0,1,Lainnya,Tidak Bekerja,4,3000000,0,1,330000,3,2,0.0,162500,3
2106,Ilmu Administrasi Publik,1.0,1,Petani,PNS / TNI / Polri,4,500000,5294300,3,110000,3,2,0.0,200000,6
2106,Ilmu Administrasi Publik,1.0,1,Petani,PNS / TNI / Polri,4,500000,5294300,3,110000,3,2,0.0,200000,6
4988,Ilmu Kesehatan Masyarakat,1.0,1,Karyawan Swasta,Tidak Bekerja,2,1535000,0,3,150000,3,3,0.0,250000,3
4601,Fisika,1.0,1,Buruh,Tidak Bekerja,6,2000000,0,1,150000,3,1,0.0,120000,2
1873,Teknik Kimia,1.0,1,Wiraswasta,Tidak Bekerja,3,3500000,0,6,480000,3,2,0.0,300000,6
2905,Teknologi Hasil Perikanan,1.0,1,Pedagang Kecil,Tidak Bekerja,2,2000000,0,4,0,3,2,0.0,178000,5
2905,Teknologi Hasil Perikanan,1.0,1,Pedagang Kecil,Tidak Bekerja,2,2000000,0,4,0,3,2,0.0,178000,5
4965,Pendidikan Sejarah,1.0,1,Buruh,Tidak Bekerja,4,1760000,0,1,100000,4,3,0.0,0,2
4937,Teknologi Hasil Perikanan,1.0,1,Buruh,Tidak Bekerja,4,2000000,0,1,100000,3,2,0.0,275000,2
3957,Teknik Informatika,0.0,1,Sudah Meninggal,Karyawan Swasta,4,0,3500000,1,200000,3,4,0.0,182000,4
1786,Ekonomi Pembangunan,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,5887500,0,8,330000,4,3,0.0,400000,8
4267,Pendidikan Sejarah,1.0,1,Wiraswasta,Pedagang Kecil,5,1200000,2500000,1,3500000,3,2,0.0,225000,2
3126,Agroekoteknologi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,6966000,0,1,0,4,3,0.0,600000,6
3126,Agroekoteknologi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,6966000,0,1,0,4,3,0.0,600000,6
3955,Teknik Informatika,1.0,1,Buruh,PNS / TNI / Polri,4,1000000,1274000,3,0,3,2,0.0,160000,3
2394,Ilmu Hukum,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,12000000,16000000,8,550000,8,4,7000000.0,500000,8
3239,Peternakan,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,7500000,0,1,125000,7,3,2500000.0,300000,6
1738,Teknik Sipil,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,4618900,3909700,5,75000,6,3,1088000.0,364500,7
2523,Ilmu Hukum,1.0,1,Buruh,Tidak Bekerja,3,2500000,0,4,200000,3,3,0.0,150000,5
3973,Farmasi,1.0,1,Pensiunan,PNS / TNI / Polri,1,4175000,4656100,7,450000,6,4,3000000.0,0,8
3973,Farmasi,1.0,1,Pensiunan,PNS / TNI / Polri,1,4175000,4656100,7,450000,6,4,3000000.0,0,8
1262,Akuntansi,0.0,1,Sudah Meninggal,PNS / TNI / Polri,3,1890000,8400000,8,400000,7,4,3400000.0,0,8
2832,Budidaya Perairan,1.0,1,Buruh,Tidak Bekerja,1,5000000,0,5,300000,3,1,4500000.0,250000,6
1480,Manajemen,1.0,1,Wiraswasta,Tidak Bekerja,3,8000000,0,8,1200000,3,3,1800000.0,140000,8
4224,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Lainnya,Tidak Bekerja,3,1000000,0,3,0,3,2,0.0,0,2
1263,Akuntansi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,3767100,4618900,7,425000,7,2,2200000.0,310000,8
4268,Pendidikan Sejarah,1.0,1,Lainnya,Lainnya,5,1250000,750000,1,100000,3,2,0.0,180000,2
4981,Pendidikan Ekonomi,1.0,1,Buruh,Pedagang Kecil,3,500000,1000000,3,8000,3,2,0.0,0,2
1935,Pendidikan Pancasila & Kewarganegaraan (PPKN),1.0,1,Pedagang Kecil,Tidak Bekerja,6,2500000,0,4,150000,4,2,0.0,400000,4
2609,Teknologi Hasil Pertanian,1.0,1,Karyawan Swasta,Tidak Bekerja,3,4500000,0,5,100000,3,2,0.0,200000,6
2449,Ilmu Kesehatan Masyarakat,1.0,1,Wiraswasta,PNS / TNI / Polri,2,1500000,5000000,4,0,3,3,0.0,200000,6
2120,Ilmu Administrasi Publik,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,6700000,0,7,450000,3,3,0.0,300000,7
1638,Teknik Mesin,1.0,1,Pensiunan,Tidak Bekerja,4,4600000,0,5,4950000,6,4,2500000.0,111500,7
1442,Sosiologi,1.0,1,Buruh,PNS / TNI / Polri,3,800000,4699900,4,450000,4,2,0.0,200000,7
2899,Arsitektur,1.0,1,Karyawan Swasta,Karyawan Swasta,2,10000000,10000000,8,500000,8,4,5700000.0,282000,8
3855,Sistem Informasi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,4500000,2900000,8,70000,6,3,2000000.0,200000,8
2790,Pendidikan Masyarakat,1.0,1,Buruh,Tidak Bekerja,5,1500000,0,3,0,3,1,0.0,250000,3
4901,Pendidikan Fisika,1.0,1,Wiraswasta,Tidak Bekerja,4,500000,0,1,0,3,2,0.0,0,1
3426,Agronomi,1.0,1,Karyawan Swasta,Karyawan Swasta,1,3675000,2593000,1,0,3,2,0.0,147000,6
2254,Agribisnis,1.0,1,Wiraswasta,Tidak Bekerja,3,3000000,0,4,0,3,3,0.0,150000,6
2725,Teknik Pertanian,1.0,1,Lainnya,PNS / TNI / Polri,1,500000,4443800,3,300000,3,2,0.0,150000,6
1481,Manajemen,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,4300000,4474900,5,0,6,2,1800000.0,200000,8
4503,"Pendidikan Bahasa, Sastra Indonesia & Daerah",1.0,1,Buruh,Tidak Bekerja,4,1000000,0,3,100000,3,2,0.0,180000,2
3406,ILMU HUBUNGAN INTERNASIONAL,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,10000000,0,7,0,6,5,3000000.0,200000,8
4606,Teknik Mesin,1.0,1,Buruh,Tidak Bekerja,3,2000000,0,2,550000,3,2,0.0,230000,3
4660,Agronomi,1.0,1,Lainnya,Lainnya,3,1000000,650000,2,0,4,1,0.0,600000,2
2708,Pendidikan Guru Sekolah Dasar (PGSD),1.0,1,Wiraswasta,Buruh,3,1000000,500000,4,0,3,3,0.0,316750,3
2611,Teknologi Hasil Pertanian,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,4474000,0,4,0,3,2,0.0,216500,6
3953,Teknik Informatika,1.0,1,Lainnya,Tidak Bekerja,4,31814471,0,7,200000,6,4,2000000.0,200000,8
1443,Sosiologi,1.0,1,PNS / TNI / Polri,Wirausaha,4,5539600,1000000,4,0,3,2,0.0,140000,7
4713,Pendidikan Matematika,1.0,1,Buruh,Buruh,6,500000,500000,2,0,4,1,0.0,0,2
2585,Kesehatan Lingkungan,1.0,1,PNS / TNI / Polri,Lainnya,3,4356000,3236600,6,100000,6,2,2100000.0,250000,8
