no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,Penghasilan perkapita,ukt
231710100540,10,14.0,6.0,1000000.0,2750000.0,8,6,3.0,3,3,1.0,3,6,6.0
231710100524,8,5.0,10.0,4300000.0,2000000.0,8,5,6.0,5,3,4.0,2,5,6.0
231710100517,4,5.0,1.0,3000000.0,0.0,8,2,5.0,3,1,4.0,2,2,5.0
231710100498,7,12.0,1.0,5782876.0,0.0,8,8,4.0,7,7,3.0,3,8,6.0
231710100496,7,5.0,5.0,3514791.0,7000000.0,8,8,3.0,7,6,2.0,3,8,7.0
231710100491,5,11.0,1.0,1500000.0,0.0,8,1,4.0,1,3,3.0,1,1,2.0
231710100445,2,11.0,14.0,3000000.0,1231000.0,8,4,5.0,2,3,4.0,2,4,6.0
231710100439,9,9.0,9.0,2500000.0,1500000.0,8,7,3.0,1,2,2.0,1,7,2.0
231710100417,10,14.0,1.0,15354000.0,0.0,8,8,4.0,7,6,3.0,4,8,8.0
231710100408,4,7.0,7.0,2500000.0,2500000.0,8,6,4.0,3,3,1.0,2,6,6.0
231710100407,2,3.0,1.0,500000.0,0.0,2,1,3.0,3,4,5.0,1,1,1.0
231710100389,9,11.0,11.0,2400000.0,1500000.0,8,7,3.0,4,4,3.0,2,7,5.0
231710100376,10,6.0,1.0,4384000.0,0.0,8,4,5.0,4,3,4.0,3,4,7.0
231710100375,4,9.0,5.0,3000000.0,5450500.0,8,8,4.0,5,6,1.0,3,8,8.0
231710100350,10,6.0,1.0,7000000.0,0.0,8,8,3.0,7,6,2.0,3,8,8.0
231710100349,4,13.0,3.0,0.0,1500000.0,8,1,4.0,3,3,3.0,2,1,1.0
231710100344,7,11.0,1.0,1500000.0,0.0,8,1,4.0,2,3,1.0,2,1,2.0
231710100341,7,6.0,1.0,4000000.0,0.0,8,3,6.0,3,4,3.0,3,3,3.0
231710100340,8,9.0,7.0,1800000.0,1000000.0,8,7,2.0,5,1,4.0,3,7,4.0
231710100328,10,3.0,1.0,4000000.0,0.0,8,3,5.0,4,3,3.0,5,3,6.0
231710100297,8,14.0,14.0,3000000.0,3000000.0,8,6,5.0,5,3,1.0,4,6,7.0
231710100294,8,12.0,5.0,3387600.0,0.0,8,3,5.0,8,3,2.0,3,3,5.0
231710100285,7,12.0,1.0,4134000.0,0.0,8,5,4.0,7,6,5.0,4,5,7.0
231710100283,2,1.0,11.0,0.0,3000000.0,8,8,1.0,1,3,3.0,2,8,3.0
231710100265,4,3.0,3.0,1300000.0,500000.0,8,8,1.0,2,3,4.0,2,8,4.0
231710100263,4,3.0,14.0,600.0,300.0,1,1,3.0,2,3,4.0,2,1,1.0
231710100229,3,5.0,6.0,4596800.0,3500000.0,8,7,6.0,7,6,1.0,2,7,8.0
231710100226,4,9.0,1.0,1000000.0,0.0,5,1,4.0,2,3,1.0,2,1,2.0
231710100206,4,3.0,1.0,1500000.0,0.0,8,3,2.0,2,3,3.0,1,3,4.0
231710100204,3,5.0,5.0,4500000.0,4000000.0,8,8,4.0,5,3,4.0,2,8,7.0
231710100203,10,6.0,1.0,6000000.0,0.0,8,8,3.0,4,3,5.0,3,8,7.0
231710100195,4,1.0,5.0,0.0,4757850.0,8,5,5.0,3,3,4.0,3,5,6.0
231710100194,8,11.0,1.0,3500000.0,0.0,8,8,2.0,2,3,2.0,2,8,5.0
231710100182,10,14.0,1.0,60000000.0,0.0,8,8,5.0,8,8,4.0,5,8,8.0
231710100164,1,10.0,9.0,3000000.0,5000000.0,8,8,3.0,6,7,2.0,3,8,5.0
231710100160,7,9.0,5.0,5000000.0,5063922.0,8,8,4.0,7,7,2.0,4,8,8.0
231710100155,4,7.0,7.0,2750000.0,0.0,8,7,2.0,4,3,3.0,1,7,8.0
231710100154,4,9.0,1.0,2000000.0,0.0,8,1,6.0,2,3,5.0,2,1,4.0
231710100141,4,11.0,13.0,1000000.0,0.0,5,5,1.0,2,3,3.0,2,5,4.0
231710100139,8,5.0,1.0,4734600.0,0.0,8,6,4.0,1,4,5.0,1,6,7.0
231710100122,2,5.0,5.0,5500000.0,3300000.0,8,8,4.0,7,3,4.0,2,8,6.0
231710100117,2,12.0,1.0,806360.0,0.0,4,1,6.0,3,4,3.0,1,1,2.0
231710100098,8,5.0,1.0,7834000.0,0.0,8,7,6.0,1,3,1.0,3,7,7.0
231710100095,2,6.0,1.0,4850000.0,0.0,8,5,5.0,7,3,4.0,2,5,6.0
231710100084,4,11.0,1.0,1500000.0,0.0,8,3,2.0,3,4,5.0,2,3,3.0
231710100074,9,9.0,10.0,0.0,1500000.0,8,1,4.0,2,3,5.0,2,1,3.0
231710100049,4,11.0,1.0,3000000.0,0.0,8,2,5.0,1,3,4.0,3,2,4.0
231710100038,2,11.0,1.0,1500000.0,0.0,8,1,4.0,1,1,4.0,1,1,1.0
231710100037,6,14.0,1.0,750000.0,0.0,3,3,1.0,1,3,1.0,2,3,2.0
231710100035,7,13.0,1.0,0.0,0.0,1,1,1.0,7,3,1.0,2,1,4.0
231710100031,2,11.0,1.0,2500000.0,0.0,8,1,6.0,1,3,1.0,1,1,2.0
231710100026,10,11.0,6.0,2000000.0,3200000.0,8,5,5.0,1,3,5.0,4,5,6.0
231710100023,9,9.0,1.0,4000000.0,0.0,8,3,5.0,5,4,4.0,5,3,6.0
231710100014,4,11.0,1.0,3000000.0,0.0,8,2,6.0,4,4,1.0,3,2,3.0
231710100012,4,11.0,1.0,3000000.0,0.0,8,2,5.0,3,1,2.0,1,2,2.0
231710100005,3,13.0,5.0,0.0,5000000.0,8,8,2.0,7,3,5.0,2,8,6.0
231710091270,2,6.0,9.0,3200000.0,1300000.0,8,6,4.0,1,4,5.0,2,6,3.0
231710091260,8,9.0,1.0,5000000.0,0.0,8,5,5.0,7,6,4.0,3,5,7.0
231710091255,7,5.0,5.0,3564500.0,4618900.0,8,6,7.0,4,4,2.0,3,6,6.0
231710091253,4,14.0,5.0,3500000.0,3400000.0,8,7,5.0,4,4,1.0,3,7,7.0
231710091244,10,14.0,5.0,3145000.0,4546600.0,8,8,4.0,1,4,3.0,2,8,6.0
231710091220,4,5.0,1.0,4618900.0,0.0,8,8,3.0,7,3,5.0,3,8,8.0
231710091217,10,1.0,5.0,0.0,5442100.0,8,8,3.0,1,4,4.0,3,8,5.0
231710091211,5,7.0,1.0,1500000.0,0.0,8,1,5.0,3,3,3.0,1,1,1.0
231710091193,4,3.0,1.0,1500000.0,0.0,8,3,2.0,3,3,4.0,2,3,3.0
231710091167,8,11.0,1.0,3943050.0,0.0,8,7,3.0,3,4,2.0,2,7,6.0
231710091144,4,9.0,1.0,2000000.0,0.0,8,2,4.0,3,3,4.0,2,2,5.0
231710091137,10,1.0,5.0,0.0,4436100.0,8,3,6.0,5,3,4.0,2,3,5.0
231710091107,5,9.0,1.0,10000000.0,0.0,8,8,4.0,8,5,1.0,3,8,8.0
231710091106,7,5.0,5.0,6000000.0,4000000.0,8,8,5.0,7,7,3.0,3,8,7.0
231710091097,10,9.0,14.0,8320000.0,22757000.0,8,8,3.0,8,8,3.0,5,8,8.0
231710091096,8,10.0,14.0,1000000.0,3000000.0,8,1,9.0,3,3,4.0,1,1,2.0
231710091095,9,14.0,14.0,2500000.0,2990000.0,8,8,3.0,3,4,5.0,4,8,8.0
231710091081,3,5.0,5.0,5055100.0,3281700.0,8,8,3.0,4,5,3.0,3,8,8.0
231710091080,6,5.0,5.0,4000000.0,3199472.0,8,8,5.0,7,4,3.0,2,8,7.0
231710091078,10,6.0,1.0,40000000.0,0.0,8,8,8.0,8,8,1.0,5,8,8.0
231710091066,4,5.0,14.0,5000000.0,2500000.0,8,6,6.0,7,6,4.0,2,6,8.0
231710091063,9,9.0,1.0,15000000.0,0.0,8,8,5.0,8,6,3.0,4,8,8.0
231710091057,7,6.0,1.0,5843642.0,0.0,8,8,4.0,1,3,1.0,4,8,6.0
231710091041,4,9.0,1.0,2000000.0,0.0,8,1,5.0,3,4,4.0,2,1,3.0
231710091034,4,6.0,1.0,7296619.0,0.0,8,8,4.0,5,6,4.0,2,8,8.0
231710091033,2,1.0,5.0,0.0,3646200.0,8,3,5.0,1,3,5.0,1,3,6.0
231710091032,8,9.0,1.0,8000000.0,0.0,8,8,5.0,1,7,4.0,3,8,7.0
231710091018,10,9.0,1.0,10000000.0,0.0,8,8,1.0,7,7,3.0,5,8,8.0
231710091014,10,3.0,14.0,4000000.0,0.0,8,3,5.0,8,3,5.0,2,3,4.0
231710091008,9,12.0,5.0,1800000.0,2288200.0,8,4,5.0,4,4,5.0,2,4,6.0
231710091005,10,9.0,1.0,10000000.0,0.0,8,8,3.0,8,8,4.0,5,8,8.0
231710090996,4,11.0,1.0,2285000.0,0.0,8,1,6.0,1,3,5.0,2,1,2.0
231710090995,10,5.0,9.0,20000000.0,35000000.0,8,8,4.0,8,7,4.0,5,8,8.0
231710090989,2,5.0,1.0,5600000.0,0.0,8,7,4.0,6,3,5.0,2,7,6.0
231710090984,7,12.0,12.0,3000000.0,4500000.0,8,8,3.0,7,6,5.0,2,8,5.0
231710090952,4,6.0,1.0,3300000.0,0.0,8,8,2.0,1,3,2.0,3,8,5.0
231710090947,9,5.0,5.0,6858600.0,8852475.0,8,8,4.0,7,7,3.0,5,8,8.0
231710090946,8,5.0,5.0,6000000.0,5000000.0,8,8,4.0,8,3,4.0,3,8,8.0
231710090935,4,5.0,6.0,5750000.0,4000000.0,8,8,3.0,3,3,4.0,3,8,8.0
231710090933,2,14.0,14.0,700000.0,750000.0,8,1,5.0,4,3,5.0,2,1,2.0
231710090931,2,6.0,1.0,2000000.0,0.0,8,2,4.0,1,3,4.0,2,2,2.0
231710090929,2,11.0,14.0,1000000.0,700000.0,8,1,4.0,1,3,5.0,2,1,2.0
231710090909,2,12.0,5.0,3000000.0,4000000.0,8,8,4.0,4,3,2.0,2,8,6.0
231710090902,4,5.0,14.0,5035500.0,2000000.0,8,8,4.0,4,4,5.0,3,8,8.0
231710090897,5,9.0,6.0,3200000.0,3113527.0,8,8,4.0,1,4,1.0,2,8,8.0
231710090895,8,11.0,14.0,1500000.0,600000.0,8,8,1.0,4,1,1.0,2,8,5.0
231710090865,2,5.0,1.0,4237500.0,0.0,8,5,4.0,4,3,5.0,3,5,6.0
231710090861,3,11.0,1.0,2700000.0,0.0,8,4,3.0,4,3,4.0,2,4,6.0
231710090853,2,9.0,1.0,3000000.0,0.0,8,2,6.0,1,4,5.0,2,2,5.0
231710090850,4,3.0,1.0,1000000.0,0.0,5,1,5.0,2,3,1.0,2,1,2.0
231710090845,5,3.0,1.0,2000000.0,0.0,8,2,4.0,2,4,3.0,1,2,5.0
231710090833,8,3.0,1.0,1500000.0,0.0,8,1,5.0,1,4,4.0,1,1,2.0
231710090832,2,11.0,1.0,800000.0,0.0,3,1,3.0,3,3,1.0,1,1,2.0
231710090828,2,11.0,7.0,1500000.0,3000000.0,8,8,3.0,3,3,5.0,2,8,5.0
231710090823,7,3.0,1.0,3000000.0,0.0,8,8,2.0,3,7,5.0,2,8,7.0
231710090818,9,5.0,1.0,5721100.0,0.0,8,8,3.0,4,4,4.0,1,8,6.0
231710090817,4,13.0,14.0,0.0,600000.0,2,1,3.0,1,4,5.0,2,1,1.0
231710090797,9,11.0,1.0,2000000.0,0.0,8,3,3.0,7,3,4.0,1,3,3.0
231710090786,2,5.0,14.0,3500000.0,0.0,8,6,3.0,3,3,3.0,2,6,5.0
231710090780,6,9.0,1.0,2500000.0,0.0,8,6,2.0,3,1,1.0,3,6,3.0
231710090763,6,5.0,5.0,5000000.0,3000000.0,8,8,4.0,5,3,3.0,2,8,7.0
231710090729,8,5.0,1.0,4734600.0,0.0,8,6,4.0,2,3,3.0,2,6,5.0
231710090715,4,11.0,1.0,2500000.0,0.0,8,4,3.0,4,3,3.0,3,4,4.0
231710090695,8,14.0,1.0,45820991.0,0.0,8,8,8.0,8,7,5.0,5,8,8.0
231710090692,10,7.0,7.0,4000000.0,4000000.0,8,8,4.0,6,4,5.0,2,8,7.0
231710090690,5,5.0,1.0,5246100.0,0.0,8,5,5.0,4,3,1.0,4,5,8.0
231710090685,5,11.0,1.0,2000000.0,0.0,8,5,2.0,2,3,2.0,3,5,3.0
231710090681,8,6.0,13.0,2000000.0,0.0,8,5,2.0,4,3,1.0,3,5,4.0
231710090670,4,1.0,5.0,0.0,5450500.0,8,4,6.0,7,4,2.0,2,4,6.0
231710090668,2,7.0,1.0,2000000.0,0.0,8,2,4.0,1,3,5.0,2,2,2.0
231710090664,3,14.0,1.0,2000000.0,0.0,8,2,4.0,1,3,4.0,4,2,3.0
231710090661,4,5.0,5.0,4476200.0,4016600.0,8,8,4.0,6,3,5.0,2,8,8.0
231710090651,5,5.0,5.0,2973100.0,5150100.0,8,8,3.0,7,3,2.0,3,8,8.0
231710090650,5,5.0,1.0,13500000.0,0.0,8,8,5.0,7,6,1.0,4,8,8.0
231710090639,2,3.0,14.0,1000000.0,0.0,5,1,4.0,3,5,4.0,2,1,2.0
231710090630,8,14.0,5.0,17516181.0,5813900.0,8,8,6.0,8,8,5.0,4,8,8.0
231710090624,2,7.0,1.0,3500000.0,0.0,8,8,2.0,1,3,3.0,4,8,6.0
231710090607,8,1.0,5.0,0.0,4484000.0,8,4,5.0,1,3,1.0,2,4,5.0
231710090604,7,6.0,1.0,7800000.0,0.0,8,8,3.0,1,6,1.0,3,8,6.0
231710090599,7,14.0,1.0,17300000.0,0.0,8,8,6.0,7,7,4.0,3,8,8.0
231710090596,8,14.0,1.0,3910173.0,0.0,8,5,4.0,4,3,5.0,1,5,5.0
231710090594,5,14.0,7.0,6729602.0,1500000.0,8,8,3.0,2,4,3.0,2,8,7.0
231710090581,9,6.0,1.0,3500000.0,0.0,8,2,6.0,3,4,1.0,3,2,4.0
231710090579,3,9.0,1.0,6000000.0,0.0,8,6,5.0,5,6,4.0,5,6,7.0
231710090575,8,9.0,14.0,3000000.0,0.0,8,1,7.0,2,1,5.0,1,1,4.0
231710090568,7,6.0,1.0,16000000.0,0.0,8,8,2.0,8,7,1.0,4,8,8.0
231710090555,4,3.0,1.0,2000000.0,0.0,8,2,4.0,4,3,4.0,1,2,3.0
231710090551,10,9.0,1.0,16500000.0,0.0,8,8,2.0,8,6,5.0,3,8,8.0
231710090546,1,7.0,5.0,1000000.0,4300000.0,8,8,2.0,1,3,4.0,3,8,4.0
231710090545,7,9.0,6.0,3500000.0,6500000.0,8,8,6.0,1,4,5.0,4,8,6.0
231710090514,3,5.0,1.0,11000000.0,0.0,8,8,5.0,7,7,5.0,3,8,8.0
231710090512,9,10.0,5.0,3000000.0,4700000.0,8,8,5.0,4,6,2.0,2,8,6.0
231710090508,5,1.0,12.0,0.0,3800000.0,8,4,4.0,1,3,4.0,3,4,7.0
231710090505,5,14.0,14.0,6805154.0,8481300.0,8,8,6.0,6,6,3.0,4,8,8.0
231710090504,3,9.0,1.0,6000000.0,0.0,8,6,5.0,8,4,3.0,4,6,7.0
231710090485,2,5.0,1.0,3900000.0,0.0,8,1,9.0,2,1,1.0,2,1,6.0
231710090478,2,7.0,7.0,500000.0,500000.0,5,1,5.0,2,1,3.0,1,1,1.0
231710090455,10,9.0,1.0,5000000.0,0.0,8,8,3.0,8,6,5.0,5,8,8.0
231710090454,2,6.0,1.0,9000000.0,0.0,8,8,2.0,5,3,4.0,3,8,7.0
231710090452,9,11.0,1.0,1000000.0,0.0,5,1,5.0,2,3,4.0,2,1,1.0
231710090447,3,9.0,1.0,5000000.0,0.0,8,6,4.0,7,3,5.0,3,6,7.0
231710090443,9,13.0,1.0,0.0,0.0,1,1,2.0,3,3,4.0,3,1,2.0
231710090430,4,3.0,7.0,1000000.0,500000.0,8,1,4.0,2,4,4.0,2,1,3.0
231710090426,7,3.0,1.0,2500000.0,0.0,8,2,4.0,5,4,4.0,2,2,4.0
231710090415,9,3.0,1.0,1500000.0,0.0,8,1,5.0,1,2,5.0,1,1,2.0
231710090410,9,12.0,5.0,0.0,6021000.0,8,8,3.0,7,6,4.0,4,8,8.0
231710090405,7,7.0,1.0,6000000.0,0.0,8,8,3.0,7,3,3.0,4,8,6.0
231710090368,5,9.0,5.0,6000000.0,5800700.0,8,8,2.0,6,4,4.0,4,8,8.0
231710090363,7,1.0,14.0,0.0,10000000.0,8,8,3.0,8,6,3.0,3,8,7.0
231710090362,6,5.0,5.0,4784200.0,3909700.0,8,8,4.0,5,6,5.0,3,8,8.0
231710090348,4,5.0,5.0,9000000.0,6000000.0,8,8,2.0,6,8,5.0,3,8,8.0
231710090337,10,6.0,1.0,17112404.0,0.0,8,8,5.0,6,7,1.0,4,8,8.0
231710090319,8,1.0,10.0,0.0,2000000.0,8,3,3.0,7,3,4.0,4,3,6.0
231710090314,3,14.0,1.0,7000000.0,0.0,8,8,4.0,5,5,1.0,2,8,8.0
231710090311,9,10.0,1.0,8000000.0,0.0,8,7,6.0,8,6,3.0,4,7,8.0
231710090307,4,13.0,1.0,0.0,0.0,1,1,5.0,1,1,2.0,1,1,1.0
231710090287,5,12.0,1.0,4218300.0,0.0,8,8,3.0,7,6,1.0,2,8,7.0
231710090286,4,5.0,5.0,3875100.0,4462800.0,8,7,6.0,7,6,3.0,3,7,8.0
231710090277,4,9.0,1.0,2000000.0,0.0,8,2,4.0,1,3,4.0,2,2,5.0
231710090266,3,9.0,1.0,4000000.0,0.0,8,5,4.0,1,1,4.0,4,5,6.0
231710090261,2,11.0,6.0,1500000.0,3900000.0,8,8,3.0,1,1,5.0,1,8,2.0
233240240135,2,11.0,6.0,1500000.0,3900000.0,8,8,3.0,1,1,5.0,1,8,2.0
231710090259,10,10.0,14.0,4500000.0,4000000.0,8,8,3.0,4,3,4.0,2,8,8.0
231710090252,2,5.0,1.0,1495800.0,0.0,8,1,5.0,2,3,1.0,2,1,3.0
231710090244,4,3.0,1.0,1500000.0,0.0,8,1,4.0,2,3,4.0,1,1,1.0
231710090243,7,11.0,1.0,4000000.0,0.0,8,7,3.0,1,4,4.0,2,7,4.0
231710090206,2,6.0,1.0,2500000.0,0.0,8,6,2.0,3,3,4.0,2,6,4.0
231710060371,4,5.0,5.0,7500000.0,4500000.0,8,8,2.0,6,6,4.0,2,8,8.0
231710090196,4,5.0,5.0,7500000.0,4500000.0,8,8,2.0,6,6,4.0,2,8,8.0
231710090194,2,6.0,14.0,1150000.0,0.0,6,1,4.0,1,3,4.0,3,1,3.0
231710090157,5,14.0,1.0,16000000.0,0.0,8,8,3.0,7,6,5.0,4,8,8.0
231710090152,2,3.0,1.0,1500000.0,0.0,8,2,3.0,2,3,5.0,1,2,2.0
231710090142,9,5.0,14.0,4577400.0,3236600.0,8,8,4.0,4,3,4.0,2,8,6.0
231710090138,3,9.0,1.0,4000000.0,0.0,8,7,3.0,6,3,5.0,3,7,6.0
231710090103,8,11.0,1.0,1500000.0,0.0,8,2,3.0,4,3,1.0,3,2,3.0
231710090090,6,3.0,5.0,500000.0,3807942.0,8,2,7.0,1,3,5.0,1,2,3.0
231710090086,8,10.0,5.0,10000000.0,5204000.0,8,8,5.0,8,8,1.0,4,8,8.0
231710090081,9,6.0,1.0,3983828.0,0.0,8,3,5.0,1,3,4.0,3,3,2.0
231710090077,6,5.0,1.0,3665900.0,0.0,8,2,6.0,4,4,5.0,3,2,3.0
231710090075,3,6.0,1.0,9500000.0,0.0,8,8,6.0,1,3,2.0,2,8,5.0
231710090071,2,3.0,1.0,1500000.0,0.0,8,1,5.0,4,3,4.0,1,1,2.0
231710090069,4,11.0,11.0,750000.0,200000.0,4,1,3.0,3,4,1.0,2,1,2.0
231710090060,4,10.0,1.0,2000000.0,0.0,8,1,5.0,2,3,4.0,2,1,3.0
231710090041,7,1.0,5.0,0.0,5360000.0,8,5,5.0,5,4,1.0,1,5,5.0
231710090036,4,9.0,1.0,1200000.0,0.0,6,2,2.0,2,3,4.0,1,2,1.0
231710090034,4,14.0,1.0,2773000.0,0.0,8,2,5.0,1,3,1.0,3,2,3.0
231710090022,7,9.0,1.0,50000000.0,0.0,8,8,5.0,8,7,2.0,5,8,8.0
231710090004,2,3.0,14.0,2500000.0,0.0,8,2,4.0,5,4,1.0,2,2,5.0
231710081470,7,13.0,14.0,0.0,3000000.0,8,8,2.0,1,1,4.0,1,8,3.0
231710081445,4,9.0,1.0,1500000.0,0.0,8,2,3.0,4,4,1.0,1,2,4.0
231710081434,5,14.0,14.0,2500000.0,1500000.0,8,5,4.0,1,3,3.0,3,5,6.0
231710081425,7,11.0,1.0,1000000.0,0.0,5,1,3.0,1,4,1.0,2,1,2.0
231710081423,2,14.0,1.0,4000000.0,0.0,8,3,5.0,1,1,1.0,4,3,6.0
231710081421,2,3.0,7.0,2000000.0,150000.0,8,1,5.0,4,4,4.0,2,1,4.0
231710081407,9,6.0,1.0,28000000.0,0.0,8,8,9.0,8,7,3.0,4,8,8.0
231710081373,8,14.0,6.0,2000000.0,5400000.0,8,6,6.0,8,3,4.0,4,6,8.0
231710081371,8,13.0,1.0,0.0,0.0,1,1,3.0,3,3,4.0,2,1,3.0
231710081363,1,7.0,1.0,12500000.0,0.0,8,8,3.0,7,3,4.0,2,8,7.0
231710081346,8,3.0,1.0,1200000.0,0.0,6,1,3.0,3,1,4.0,2,1,2.0
231710081339,9,5.0,5.0,3434700.0,3000000.0,8,7,5.0,6,3,1.0,3,7,8.0
231710081328,2,6.0,1.0,3021382.0,0.0,8,5,3.0,3,4,5.0,2,5,5.0
231710081327,5,5.0,6.0,7859400.0,4500000.0,8,8,2.0,5,6,4.0,3,8,8.0
231710081322,7,1.0,5.0,0.0,5600900.0,8,8,4.0,5,5,3.0,1,8,6.0
231710081318,9,14.0,7.0,1000000.0,1500000.0,8,4,3.0,1,1,4.0,1,4,2.0
231710081316,4,3.0,1.0,2000000.0,0.0,8,3,3.0,1,3,3.0,3,3,3.0
231710081298,7,5.0,1.0,24000000.0,0.0,8,8,3.0,8,8,3.0,3,8,8.0
231710081279,2,3.0,1.0,1000000.0,0.0,5,1,5.0,3,4,5.0,2,1,3.0
231710081273,7,13.0,3.0,0.0,1300000.0,7,2,2.0,2,4,5.0,2,2,2.0
231710081261,4,5.0,5.0,4811900.0,4119800.0,8,8,6.0,5,6,3.0,3,8,8.0
231710081255,4,5.0,14.0,5000000.0,3096000.0,8,8,3.0,4,4,4.0,3,8,8.0
231710081243,9,3.0,1.0,1500000.0,0.0,8,1,7.0,1,4,4.0,2,1,3.0
231710081241,9,6.0,1.0,5450000.0,0.0,8,8,1.0,5,4,4.0,1,8,6.0
231710081220,2,5.0,1.0,3963800.0,0.0,8,5,4.0,4,4,4.0,2,5,6.0
231710081218,4,11.0,1.0,1000000.0,0.0,5,1,3.0,2,3,4.0,2,1,2.0
231710081202,7,9.0,5.0,250000.0,3000000.0,8,4,4.0,3,3,4.0,2,4,3.0
231710081199,3,7.0,1.0,3000000.0,0.0,8,1,8.0,5,4,3.0,2,1,3.0
231710081166,9,9.0,1.0,1000000.0,0.0,5,1,7.0,2,3,5.0,2,1,2.0
231710081157,3,11.0,14.0,4300000.0,0.0,8,4,5.0,1,3,3.0,1,4,3.0
231710081143,1,5.0,1.0,7250000.0,0.0,8,8,3.0,7,6,3.0,2,8,8.0
231710081119,10,5.0,1.0,4508600.0,0.0,8,6,4.0,1,1,3.0,3,6,2.0
231710081111,4,3.0,1.0,2000000.0,0.0,8,3,3.0,2,3,5.0,1,3,2.0
231710081103,1,1.0,10.0,0.0,10000000.0,8,8,4.0,6,6,5.0,3,8,6.0
231710081099,2,13.0,3.0,0.0,2000000.0,8,8,1.0,1,3,4.0,2,8,4.0
231710081091,1,11.0,1.0,4000000.0,0.0,8,7,3.0,3,3,2.0,2,7,5.0
423615276,1,11.0,1.0,4000000.0,0.0,8,7,3.0,3,3,2.0,2,7,5.0
231710081089,4,11.0,1.0,1500000.0,0.0,8,1,4.0,2,3,2.0,2,1,2.0
231710081087,7,1.0,5.0,0.0,4457600.0,8,8,2.0,4,3,1.0,3,8,6.0
231710081086,2,14.0,1.0,3000000.0,0.0,8,5,3.0,7,4,1.0,2,5,6.0
231710081079,4,5.0,1.0,2500000.0,0.0,8,1,6.0,7,3,1.0,2,1,4.0
231710081067,2,2.0,5.0,2000000.0,3000000.0,8,1,1500000.0,5,4,2.0,1,1,8.0
231710081062,8,5.0,1.0,4000000.0,0.0,8,3,5.0,5,1,3.0,3,3,8.0
231710081061,10,5.0,14.0,15000000.0,3000000.0,8,8,4.0,8,7,1.0,4,8,8.0
231710081047,2,14.0,14.0,1000000.0,3245770.0,8,8,3.0,3,3,4.0,2,8,6.0
231710081046,10,13.0,7.0,0.0,2500000.0,8,2,4.0,6,3,1.0,3,2,3.0
231710081040,5,5.0,5.0,2000000.0,2000000.0,8,3,5.0,3,1,3.0,2,3,6.0
231710081035,5,1.0,5.0,0.0,4463000.0,8,8,3.0,5,3,1.0,3,8,2.0
231710081034,4,6.0,1.0,5500000.0,0.0,8,5,5.0,5,3,5.0,2,5,8.0
231710081003,4,7.0,1.0,5000000.0,0.0,8,5,5.0,3,3,2.0,1,5,6.0
231710080998,8,5.0,1.0,5000000.0,0.0,8,5,5.0,5,6,5.0,3,5,7.0
231710080988,5,6.0,14.0,7000000.0,2946800.0,8,8,7.0,7,6,4.0,4,8,8.0
231710080984,3,14.0,9.0,15000000.0,5000000.0,8,8,5.0,5,8,3.0,4,8,8.0
231710080972,5,9.0,1.0,6000000.0,0.0,8,6,5.0,8,7,4.0,4,6,8.0
231710080969,4,3.0,1.0,4000000.0,0.0,8,7,3.0,5,4,5.0,2,7,7.0
231710080965,4,3.0,1.0,700000.0,0.0,3,1,2.0,2,3,2.0,2,1,2.0
231710080959,8,3.0,1.0,2500000.0,0.0,8,8,1.0,4,2,3.0,3,8,7.0
231710080956,5,10.0,1.0,10000000.0,0.0,8,8,6.0,7,8,4.0,3,8,8.0
231710080955,4,13.0,7.0,0.0,1000000.0,5,1,4.0,1,3,3.0,1,1,2.0
231710080954,5,7.0,1.0,3500000.0,0.0,8,6,3.0,7,4,1.0,3,6,8.0
231710080948,7,9.0,1.0,7500000.0,0.0,8,8,2.0,1,3,4.0,4,8,6.0
231710080943,2,3.0,1.0,1500000.0,0.0,8,2,3.0,3,3,3.0,2,2,1.0
231710080940,5,6.0,1.0,10665960.0,0.0,8,8,5.0,7,3,3.0,3,8,8.0
231710080931,5,11.0,1.0,3300000.0,0.0,8,1,7.0,3,3,5.0,1,1,4.0
231710080905,2,3.0,1.0,1500000.0,0.0,8,2,3.0,3,3,1.0,2,2,3.0
231710080901,2,10.0,6.0,3000000.0,2500000.0,8,8,2.0,3,4,4.0,2,8,6.0
231710080892,1,5.0,1.0,1537900.0,4000000.0,8,8,2.0,1,7,5.0,4,8,3.0
231710080887,4,3.0,1.0,1000000.0,0.0,5,1,3.0,2,4,2.0,2,1,2.0
231710080873,7,13.0,11.0,0.0,2000000.0,8,5,2.0,3,4,5.0,3,5,3.0
231710080851,5,9.0,1.0,5000000.0,0.0,8,6,4.0,1,7,5.0,3,6,7.0
231710080841,3,3.0,7.0,1000000.0,1000000.0,8,3,3.0,5,3,3.0,1,3,3.0
231710080840,2,9.0,1.0,1500000.0,0.0,8,1,6.0,4,3,5.0,2,1,3.0
231710080830,4,9.0,1.0,5000000.0,0.0,8,5,5.0,1,3,5.0,3,5,6.0
231710080827,4,9.0,1.0,4000000.0,0.0,8,3,5.0,4,4,1.0,1,3,7.0
231710080811,4,7.0,1.0,1500000.0,0.0,8,1,4.0,3,3,4.0,1,1,2.0
231710080807,8,7.0,1.0,2000000.0,0.0,8,5,2.0,3,4,1.0,2,5,4.0
